Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count,Label
5485,0,UDP,192.168.77.106,,,,1238,0,,,,N
5486,0,UDP,192.168.77.106,,,,1238,0,,,,N
5487,,ARP,,,,,60,0,,,,N
5488,,ARP,,,,,60,0,,,,N
5489,,ARP,,,,,42,0,,,,N
5490,,ARP,,,,,42,0,,,,N
5491,,ARP,,,,,42,0,,,,N
5492,,ICMP,192.168.77.109,,,,590,1,,,,N
5493,,ICMP,192.168.77.109,,,,590,1,,,,N
5494,,ICMP,192.168.77.109,,,,590,1,,,,N
5495,,ICMP,192.168.77.109,,,,590,1,,,,N
5502,0,UDP,192.168.77.106,,,,1238,0,,,,N
5503,0,UDP,192.168.77.106,,,,1238,0,,,,N
5504,0,UDP,192.168.77.106,,,,1238,0,,,,N
5505,,ICMP,192.168.77.109,,,,590,1,,,,N
5506,,ICMP,192.168.77.109,,,,590,1,,,,N
5507,,ICMP,192.168.77.109,,,,590,1,,,,N
5508,,ICMP,192.168.77.109,,,,590,1,,,,N
5509,0,UDP,192.168.77.106,,,,1238,0,,,,N
5510,0,UDP,192.168.77.106,,,,1238,0,,,,N
5511,0,UDP,192.168.77.106,,,,1238,0,,,,N
5512,,ICMP,192.168.77.109,,,,590,1,,,,N
5513,,ICMP,192.168.77.109,,,,590,1,,,,N
5514,,ICMP,192.168.77.109,,,,590,1,,,,N
5515,,ICMP,192.168.77.109,,,,590,1,,,,N
5516,0,UDP,192.168.77.106,,,,1238,0,,,,N
5517,0,UDP,192.168.77.106,,,,1238,0,,,,N
5518,0,UDP,192.168.77.106,,,,1238,0,,,,N
5519,,ICMP,192.168.77.109,,,,590,1,,,,N
5520,,ICMP,192.168.77.109,,,,590,1,,,,N
5521,4,UDP,192.168.77.106,,,,52,0,,,,N
5521,,DNS,192.168.77.106,,,,52,0,,,,N
5522,0,UDP,192.168.77.106,,,,52,0,,,,N
5522,,DNS,192.168.77.106,,,,52,0,,,,N
5523,0,UDP,192.168.77.106,,,,52,0,,,,N
5523,,DNS,192.168.77.106,,,,52,0,,,,N
5524,0,UDP,192.168.77.1,,,,104,0,,,,N
5524,,DNS,192.168.77.1,,,,104,0,,,,N
5525,0,UDP,192.168.77.106,,,,52,0,,,,N
5525,,DNS,192.168.77.106,,,,52,0,,,,N
5526,0,UDP,192.168.77.106,,,,52,0,,,,N
5526,,DNS,192.168.77.106,,,,52,0,,,,N
5527,0,UDP,192.168.77.106,,,,52,0,,,,N
5527,,DNS,192.168.77.106,,,,52,0,,,,N
5528,0,UDP,192.168.77.1,,,,123,0,,,,N
5528,,DNS,192.168.77.1,,,,123,0,,,,N
5529,,ARP,,,,,60,0,,,,N
5530,,ARP,,,,,60,0,,,,N
5531,,ARP,,,,,60,0,,,,N
5532,,ARP,,,,,60,0,,,,N
5533,0,UDP,192.168.77.109,,,,54,1,,,,N
5533,,DNS,192.168.77.109,,,,54,1,,,,N
5534,0,UDP,192.168.77.109,,,,54,1,,,,N
5534,,DNS,192.168.77.109,,,,54,1,,,,N
5535,0,UDP,192.168.77.109,,,,54,1,,,,N
5535,,DNS,192.168.77.109,,,,54,1,,,,N
5536,0,UDP,192.168.77.109,,,,54,1,,,,N
5536,,DNS,192.168.77.109,,,,54,1,,,,N
5537,0,UDP,192.168.77.109,,,,54,1,,,,N
5537,,DNS,192.168.77.109,,,,54,1,,,,N
5538,0,UDP,192.168.77.109,,,,54,1,,,,N
5538,,DNS,192.168.77.109,,,,54,1,,,,N
5539,0,UDP,192.168.77.1,,,,135,0,,,,N
5539,,DNS,192.168.77.1,,,,135,0,,,,N
5540,0,UDP,192.168.77.1,,,,70,0,,,,N
5540,,DNS,192.168.77.1,,,,70,0,,,,N
5542,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5543,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5544,0,TCP,34.117.237.239,443,39752,1,0,0,94,,,N
5545,0,TCP,192.168.77.109,39752,443,0,0,1,94,313,25,N
5546,0,TCP,192.168.77.109,39752,443,0,0,1,94,313,26,N
5547,0,TCP,192.168.77.109,39752,443,0,0,1,94,313,27,N
5548,0,TCP,192.168.77.109,39752,443,0,517,1,94,,,N
5549,0,TCP,192.168.77.109,39752,443,0,517,1,94,,,N
5550,0,TCP,192.168.77.109,39752,443,0,517,1,94,,,N
5551,0,TCP,34.117.237.239,443,39752,517,0,0,94,,,N
5552,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,,N
5553,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,,N
5554,0,TCP,34.117.237.239,443,39752,0,1400,0,94,,,N
5555,0,TCP,34.117.237.239,443,39752,0,315,0,94,,,N
5556,0,TCP,192.168.77.109,39752,443,2283,0,1,94,,,N
5557,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5558,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5559,0,TCP,192.168.77.109,39752,443,1715,0,1,94,,,N
5560,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5561,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5562,0,UDP,192.168.77.106,,,,58,0,,,,N
5563,0,UDP,192.168.77.106,,,,58,0,,,,N
5564,0,UDP,192.168.77.106,,,,58,0,,,,N
5565,0,UDP,192.168.77.109,,,,40,1,,,,N
5565,,DNS,192.168.77.109,,,,40,1,,,,N
5566,0,UDP,192.168.77.109,,,,40,1,,,,N
5566,,DNS,192.168.77.109,,,,40,1,,,,N
5567,0,UDP,192.168.77.109,,,,40,1,,,,N
5567,,DNS,192.168.77.109,,,,40,1,,,,N
5568,0,UDP,192.168.77.109,,,,40,1,,,,N
5568,,DNS,192.168.77.109,,,,40,1,,,,N
5569,0,UDP,192.168.77.109,,,,40,1,,,,N
5569,,DNS,192.168.77.109,,,,40,1,,,,N
5570,0,UDP,192.168.77.109,,,,40,1,,,,N
5570,,DNS,192.168.77.109,,,,40,1,,,,N
5571,0,UDP,192.168.77.109,,,,61,1,,,,N
5571,,DNS,192.168.77.109,,,,61,1,,,,N
5572,0,UDP,192.168.77.109,,,,61,1,,,,N
5572,,DNS,192.168.77.109,,,,61,1,,,,N
5573,0,UDP,192.168.77.109,,,,61,1,,,,N
5573,,DNS,192.168.77.109,,,,61,1,,,,N
5574,0,UDP,192.168.77.109,,,,61,1,,,,N
5574,,DNS,192.168.77.109,,,,61,1,,,,N
5575,0,UDP,192.168.77.109,,,,61,1,,,,N
5575,,DNS,192.168.77.109,,,,61,1,,,,N
5576,0,UDP,192.168.77.1,,,,227,0,,,,N
5576,,DNS,192.168.77.1,,,,227,0,,,,N
5577,0,UDP,192.168.77.1,,,,215,0,,,,N
5577,,DNS,192.168.77.1,,,,215,0,,,,N
5579,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5580,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5581,0,TCP,34.160.144.191,443,47682,1,0,0,95,,,N
5582,0,TCP,192.168.77.109,47682,443,0,0,1,95,313,28,N
5583,0,TCP,192.168.77.109,47682,443,0,0,1,95,313,29,N
5584,0,TCP,192.168.77.109,47682,443,0,0,1,95,313,30,N
5585,0,TCP,192.168.77.109,47682,443,0,216,1,95,,,N
5586,0,TCP,192.168.77.109,47682,443,0,216,1,95,,,N
5587,0,TCP,192.168.77.109,47682,443,0,216,1,95,,,N
5588,0,UDP,192.168.77.1,,,,139,0,,,,N
5588,,DNS,192.168.77.1,,,,139,0,,,,N
5589,0,UDP,192.168.77.1,,,,163,0,,,,N
5589,,DNS,192.168.77.1,,,,163,0,,,,N
5591,0,TCP,192.168.77.109,33648,80,0,0,1,96,,,N
5592,0,TCP,192.168.77.109,33648,80,0,0,1,96,,,N
5593,0,TCP,34.160.144.191,443,47682,216,0,0,95,,,N
5594,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5595,0,TCP,192.168.77.109,47682,443,1184,0,1,95,,,N
5596,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5597,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5598,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5599,0,TCP,192.168.77.109,47682,443,2584,0,1,95,,,N
5600,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5601,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5602,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5603,0,TCP,34.160.144.191,443,47682,0,202,0,95,,,N
5604,0,TCP,192.168.77.109,47682,443,3984,0,1,95,,,N
5605,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5606,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5607,0,TCP,192.168.77.109,47682,443,202,0,1,95,,,N
5608,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5609,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5610,0,TCP,192.168.77.109,47682,443,0,93,1,95,,,N
5611,0,TCP,192.168.77.109,47682,443,0,93,1,95,,,N
5612,0,TCP,192.168.77.109,47682,443,0,93,1,95,,,N
5613,0,UDP,192.168.77.109,,,,40,1,,,,N
5613,,DNS,192.168.77.109,,,,40,1,,,,N
5614,0,UDP,192.168.77.109,,,,40,1,,,,N
5614,,DNS,192.168.77.109,,,,40,1,,,,N
5615,0,UDP,192.168.77.109,,,,40,1,,,,N
5615,,DNS,192.168.77.109,,,,40,1,,,,N
5616,0,UDP,192.168.77.109,,,,40,1,,,,N
5616,,DNS,192.168.77.109,,,,40,1,,,,N
5617,0,UDP,192.168.77.109,,,,40,1,,,,N
5617,,DNS,192.168.77.109,,,,40,1,,,,N
5618,0,UDP,192.168.77.109,,,,40,1,,,,N
5618,,DNS,192.168.77.109,,,,40,1,,,,N
5619,0,TCP,34.160.144.191,443,47682,0,295,0,95,,,N
5620,0,TCP,34.160.144.191,443,47682,0,69,0,95,,,N
5621,0,UDP,192.168.77.1,,,,139,0,,,,N
5621,,DNS,192.168.77.1,,,,139,0,,,,N
5622,0,UDP,192.168.77.1,,,,163,0,,,,N
5622,,DNS,192.168.77.1,,,,163,0,,,,N
5624,0,TCP,192.168.77.109,33652,80,0,0,1,97,,,N
5625,0,TCP,192.168.77.109,33652,80,0,0,1,97,,,N
5626,0,TCP,192.168.77.109,47682,443,4457,0,1,95,,,N
5627,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5628,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5629,0,TCP,23.53.240.56,80,33648,1,0,0,96,,,N
5630,0,TCP,192.168.77.109,33648,80,0,0,1,96,314,31,N
5631,0,TCP,192.168.77.109,33648,80,0,0,1,96,314,32,N
5632,0,TCP,192.168.77.109,33648,80,0,0,1,96,314,33,N
5633,0,TCP,192.168.77.109,33648,80,0,415,1,96,,,N
5634,0,TCP,192.168.77.109,33648,80,0,415,1,96,,,N
5635,0,TCP,192.168.77.109,33648,80,0,415,1,96,,,N
5639,0,TCP,23.53.240.56,80,33652,1,0,0,97,,,N
5640,0,TCP,192.168.77.109,33652,80,0,0,1,97,314,34,N
5641,0,TCP,192.168.77.109,33652,80,0,0,1,97,314,35,N
5642,0,TCP,192.168.77.109,33652,80,0,0,1,97,314,36,N
5643,0,TCP,192.168.77.109,33652,80,0,415,1,97,,,N
5644,0,TCP,192.168.77.109,33652,80,0,415,1,97,,,N
5645,0,TCP,192.168.77.109,33652,80,0,415,1,97,,,N
5646,0,TCP,23.53.240.56,80,33648,415,0,0,96,,,N
5647,0,TCP,23.53.240.56,80,33648,0,888,0,96,,,N
5648,0,TCP,192.168.77.109,33648,80,473,0,1,96,,,N
5649,0,TCP,192.168.77.109,33648,80,0,0,1,96,,,N
5650,0,TCP,192.168.77.109,33648,80,0,0,1,96,,,N
5651,0,TCP,192.168.77.109,39752,443,0,64,1,94,,,N
5652,0,TCP,192.168.77.109,39752,443,0,64,1,94,,,N
5653,0,TCP,192.168.77.109,39752,443,0,64,1,94,,,N
5654,0,TCP,192.168.77.109,39752,443,0,170,1,94,,,N
5655,0,TCP,192.168.77.109,39752,443,0,170,1,94,,,N
5656,0,TCP,192.168.77.109,39752,443,0,170,1,94,,,N
5657,0,TCP,192.168.77.109,39752,443,0,234,1,94,,,N
5658,0,TCP,192.168.77.109,39752,443,0,234,1,94,,,N
5659,0,TCP,192.168.77.109,39752,443,0,234,1,94,,,N
5660,0,TCP,34.117.237.239,443,39752,0,586,0,94,,,N
5661,0,TCP,34.117.237.239,443,39752,0,31,0,94,,,N
5662,0,TCP,192.168.77.109,39752,443,4116,0,1,94,,,N
5663,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5664,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5665,0,TCP,192.168.77.109,39752,443,31,0,1,94,,,N
5666,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5667,0,TCP,192.168.77.109,39752,443,0,31,1,94,,,N
5668,0,TCP,192.168.77.109,39752,443,0,31,1,94,,,N
5669,0,TCP,192.168.77.109,39752,443,0,31,1,94,,,N
5670,10,TCP,23.215.215.106,443,51295,0,0,0,93,,,N
5671,0,TCP,23.53.240.56,80,33652,415,0,0,97,,,N
5672,0,TCP,23.53.240.56,80,33652,0,888,0,97,,,N
5673,0,TCP,192.168.77.109,33652,80,473,0,1,97,,,N
5674,0,TCP,192.168.77.109,33652,80,0,0,1,97,,,N
5675,0,TCP,192.168.77.109,33652,80,0,0,1,97,,,N
5676,0,TCP,192.168.77.109,47682,443,0,177,1,95,,,N
5677,0,TCP,192.168.77.109,47682,443,0,177,1,95,,,N
5678,0,TCP,192.168.77.109,47682,443,0,177,1,95,,,N
5679,0,TCP,192.168.77.109,47682,443,0,296,1,95,,,N
5680,0,TCP,192.168.77.109,47682,443,0,296,1,95,,,N
5681,0,TCP,192.168.77.109,47682,443,0,296,1,95,,,N
5682,0,TCP,192.168.77.109,47682,443,0,38,1,95,,,N
5683,0,TCP,192.168.77.109,47682,443,0,38,1,95,,,N
5684,0,TCP,192.168.77.109,47682,443,0,38,1,95,,,N
5685,0,TCP,34.117.237.239,443,39752,0,0,0,94,,,N
5686,0,TCP,34.160.144.191,443,47682,0,38,0,95,,,N
5687,0,TCP,192.168.77.109,47682,443,3984,0,1,95,,,N
5688,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5689,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5690,0,TCP,34.160.144.191,443,47682,0,342,0,95,,,N
5691,0,TCP,192.168.77.109,47682,443,4326,0,1,95,,,N
5692,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5693,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5694,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5695,0,UDP,192.168.77.109,,,,51,1,,,,N
5695,,DNS,192.168.77.109,,,,51,1,,,,N
5696,0,UDP,192.168.77.109,,,,51,1,,,,N
5696,,DNS,192.168.77.109,,,,51,1,,,,N
5697,0,UDP,192.168.77.109,,,,51,1,,,,N
5697,,DNS,192.168.77.109,,,,51,1,,,,N
5698,0,TCP,192.168.77.109,47682,443,5726,0,1,95,,,N
5699,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5700,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5701,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5702,0,TCP,34.160.144.191,443,47682,0,0,0,95,,,N
5703,0,UDP,192.168.77.109,,,,51,1,,,,N
5703,,DNS,192.168.77.109,,,,51,1,,,,N
5704,0,UDP,192.168.77.109,,,,51,1,,,,N
5704,,DNS,192.168.77.109,,,,51,1,,,,N
5705,0,UDP,192.168.77.109,,,,51,1,,,,N
5705,,DNS,192.168.77.109,,,,51,1,,,,N
5706,0,TCP,192.168.77.109,47682,443,7126,0,1,95,,,N
5707,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5708,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5709,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5710,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5711,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5712,0,TCP,34.160.144.191,443,47682,0,1400,0,95,,,N
5713,0,TCP,34.160.144.191,443,47682,0,1277,0,95,,,N
5714,0,TCP,192.168.77.109,47682,443,8526,0,1,95,,,N
5715,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5716,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5717,0,TCP,192.168.77.109,47682,443,1277,0,1,95,,,N
5718,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5719,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5720,0,TCP,34.160.144.191,443,47682,0,46,0,95,,,N
5721,0,TCP,192.168.77.109,47682,443,9849,0,1,95,,,N
5722,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5723,0,TCP,192.168.77.109,47682,443,0,0,1,95,,,N
5724,0,TCP,192.168.77.109,47682,443,0,46,1,95,,,N
5725,0,TCP,192.168.77.109,47682,443,0,46,1,95,,,N
5726,0,TCP,192.168.77.109,47682,443,0,46,1,95,,,N
5727,0,UDP,192.168.77.109,,,,37,1,,,,N
5727,,DNS,192.168.77.109,,,,37,1,,,,N
5728,0,UDP,192.168.77.109,,,,37,1,,,,N
5728,,DNS,192.168.77.109,,,,37,1,,,,N
5729,0,UDP,192.168.77.109,,,,37,1,,,,N
5729,,DNS,192.168.77.109,,,,37,1,,,,N
5730,0,UDP,192.168.77.109,,,,37,1,,,,N
5730,,DNS,192.168.77.109,,,,37,1,,,,N
5731,0,UDP,192.168.77.109,,,,37,1,,,,N
5731,,DNS,192.168.77.109,,,,37,1,,,,N
5732,0,UDP,192.168.77.109,,,,37,1,,,,N
5732,,DNS,192.168.77.109,,,,37,1,,,,N
5733,0,UDP,192.168.77.109,,,,37,1,,,,N
5733,,DNS,192.168.77.109,,,,37,1,,,,N
5734,0,UDP,192.168.77.109,,,,37,1,,,,N
5734,,DNS,192.168.77.109,,,,37,1,,,,N
5735,0,UDP,192.168.77.109,,,,37,1,,,,N
5735,,DNS,192.168.77.109,,,,37,1,,,,N
5736,0,UDP,192.168.77.109,,,,39,1,,,,N
5736,,DNS,192.168.77.109,,,,39,1,,,,N
5737,0,UDP,192.168.77.109,,,,39,1,,,,N
5737,,DNS,192.168.77.109,,,,39,1,,,,N
5738,0,UDP,192.168.77.109,,,,39,1,,,,N
5738,,DNS,192.168.77.109,,,,39,1,,,,N
5739,0,UDP,192.168.77.109,,,,39,1,,,,N
5739,,DNS,192.168.77.109,,,,39,1,,,,N
5740,0,UDP,192.168.77.109,,,,39,1,,,,N
5740,,DNS,192.168.77.109,,,,39,1,,,,N
5741,0,UDP,192.168.77.109,,,,39,1,,,,N
5741,,DNS,192.168.77.109,,,,39,1,,,,N
5742,0,UDP,192.168.77.1,,,,171,0,,,,N
5742,,DNS,192.168.77.1,,,,171,0,,,,N
5743,0,UDP,192.168.77.1,,,,105,0,,,,N
5743,,DNS,192.168.77.1,,,,105,0,,,,N
5744,0,UDP,192.168.77.109,,,,51,1,,,,N
5744,,DNS,192.168.77.109,,,,51,1,,,,N
5745,0,UDP,192.168.77.109,,,,51,1,,,,N
5745,,DNS,192.168.77.109,,,,51,1,,,,N
5746,0,UDP,192.168.77.109,,,,51,1,,,,N
5746,,DNS,192.168.77.109,,,,51,1,,,,N
5747,0,UDP,192.168.77.109,,,,51,1,,,,N
5747,,DNS,192.168.77.109,,,,51,1,,,,N
5748,0,UDP,192.168.77.109,,,,51,1,,,,N
5748,,DNS,192.168.77.109,,,,51,1,,,,N
5749,0,UDP,192.168.77.109,,,,51,1,,,,N
5749,,DNS,192.168.77.109,,,,51,1,,,,N
5750,0,TCP,34.160.144.191,443,47682,0,0,0,95,,,N
5751,0,UDP,192.168.77.1,,,,71,0,,,,N
5751,,DNS,192.168.77.1,,,,71,0,,,,N
5752,0,UDP,192.168.77.1,,,,53,0,,,,N
5752,,DNS,192.168.77.1,,,,53,0,,,,N
5753,0,UDP,192.168.77.109,,,,37,1,,,,N
5753,,DNS,192.168.77.109,,,,37,1,,,,N
5754,0,UDP,192.168.77.109,,,,37,1,,,,N
5754,,DNS,192.168.77.109,,,,37,1,,,,N
5755,0,UDP,192.168.77.109,,,,37,1,,,,N
5755,,DNS,192.168.77.109,,,,37,1,,,,N
5756,0,UDP,192.168.77.1,,,,96,0,,,,N
5756,,DNS,192.168.77.1,,,,96,0,,,,N
5757,0,UDP,192.168.77.109,,,,50,1,,,,N
5757,,DNS,192.168.77.109,,,,50,1,,,,N
5758,0,UDP,192.168.77.109,,,,50,1,,,,N
5758,,DNS,192.168.77.109,,,,50,1,,,,N
5759,0,UDP,192.168.77.109,,,,50,1,,,,N
5759,,DNS,192.168.77.109,,,,50,1,,,,N
5760,0,UDP,192.168.77.1,,,,105,0,,,,N
5760,,DNS,192.168.77.1,,,,105,0,,,,N
5761,0,UDP,192.168.77.1,,,,65,0,,,,N
5761,,DNS,192.168.77.1,,,,65,0,,,,N
5762,0,UDP,192.168.77.1,,,,53,0,,,,N
5762,,DNS,192.168.77.1,,,,53,0,,,,N
5763,0,UDP,192.168.77.109,,,,50,1,,,,N
5763,,DNS,192.168.77.109,,,,50,1,,,,N
5764,0,UDP,192.168.77.109,,,,50,1,,,,N
5764,,DNS,192.168.77.109,,,,50,1,,,,N
5765,0,UDP,192.168.77.109,,,,50,1,,,,N
5765,,DNS,192.168.77.109,,,,50,1,,,,N
5766,0,UDP,192.168.77.109,,,,50,1,,,,N
5766,,DNS,192.168.77.109,,,,50,1,,,,N
5767,0,UDP,192.168.77.109,,,,50,1,,,,N
5767,,DNS,192.168.77.109,,,,50,1,,,,N
5768,0,UDP,192.168.77.109,,,,50,1,,,,N
5768,,DNS,192.168.77.109,,,,50,1,,,,N
5769,0,UDP,192.168.77.1,,,,171,0,,,,N
5769,,DNS,192.168.77.1,,,,171,0,,,,N
5770,0,UDP,192.168.77.1,,,,53,0,,,,N
5770,,DNS,192.168.77.1,,,,53,0,,,,N
5771,0,UDP,192.168.77.1,,,,161,0,,,,N
5771,,DNS,192.168.77.1,,,,161,0,,,,N
5773,0,TCP,192.168.77.109,40478,80,0,0,1,98,,,N
5774,0,TCP,192.168.77.109,40478,80,0,0,1,98,,,N
5775,0,UDP,192.168.77.1,,,,161,0,,,,N
5775,,DNS,192.168.77.1,,,,161,0,,,,N
5776,0,UDP,192.168.77.1,,,,173,0,,,,N
5776,,DNS,192.168.77.1,,,,173,0,,,,N
5777,0,UDP,192.168.77.109,,,,50,1,,,,N
5777,,DNS,192.168.77.109,,,,50,1,,,,N
5778,0,UDP,192.168.77.109,,,,50,1,,,,N
5778,,DNS,192.168.77.109,,,,50,1,,,,N
5779,0,UDP,192.168.77.109,,,,50,1,,,,N
5779,,DNS,192.168.77.109,,,,50,1,,,,N
5780,0,UDP,192.168.77.109,,,,50,1,,,,N
5780,,DNS,192.168.77.109,,,,50,1,,,,N
5781,0,UDP,192.168.77.109,,,,50,1,,,,N
5781,,DNS,192.168.77.109,,,,50,1,,,,N
5782,0,UDP,192.168.77.109,,,,50,1,,,,N
5782,,DNS,192.168.77.109,,,,50,1,,,,N
5783,0,TCP,34.117.237.239,443,39752,0,286,0,94,,,N
5784,0,TCP,34.117.237.239,443,39752,0,1087,0,94,,,N
5785,0,TCP,34.117.237.239,443,39752,0,39,0,94,,,N
5786,0,TCP,192.168.77.109,39752,443,5528,0,1,94,,,N
5787,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5788,0,TCP,192.168.77.109,39752,443,0,0,1,94,,,N
5789,0,TCP,192.168.77.109,39752,443,0,39,1,94,,,N
5790,0,TCP,192.168.77.109,39752,443,0,39,1,94,,,N
5791,0,TCP,192.168.77.109,39752,443,0,39,1,94,,,N
5792,0,UDP,192.168.77.109,,,,51,1,,,,N
5792,,DNS,192.168.77.109,,,,51,1,,,,N
5793,0,UDP,192.168.77.109,,,,51,1,,,,N
5793,,DNS,192.168.77.109,,,,51,1,,,,N
5794,0,UDP,192.168.77.109,,,,51,1,,,,N
5794,,DNS,192.168.77.109,,,,51,1,,,,N
5795,0,UDP,192.168.77.109,,,,51,1,,,,N
5795,,DNS,192.168.77.109,,,,51,1,,,,N
5796,0,UDP,192.168.77.109,,,,51,1,,,,N
5796,,DNS,192.168.77.109,,,,51,1,,,,N
5797,0,UDP,192.168.77.109,,,,51,1,,,,N
5797,,DNS,192.168.77.109,,,,51,1,,,,N
5798,0,TCP,34.107.221.82,80,40478,1,0,0,98,,,N
5799,0,TCP,192.168.77.109,40478,80,0,0,1,98,314,37,N
5800,0,TCP,192.168.77.109,40478,80,0,0,1,98,314,38,N
5801,0,TCP,192.168.77.109,40478,80,0,0,1,98,314,39,N
5802,0,TCP,192.168.77.109,40478,80,0,295,1,98,,,N
5803,0,TCP,192.168.77.109,40478,80,0,295,1,98,,,N
5804,0,TCP,192.168.77.109,40478,80,0,295,1,98,,,N
5805,0,UDP,192.168.77.1,,,,161,0,,,,N
5805,,DNS,192.168.77.1,,,,161,0,,,,N
5806,0,UDP,192.168.77.1,,,,173,0,,,,N
5806,,DNS,192.168.77.1,,,,173,0,,,,N
5807,0,UDP,192.168.77.1,,,,171,0,,,,N
5807,,DNS,192.168.77.1,,,,171,0,,,,N
5808,0,UDP,192.168.77.109,,,,53,1,,,,N
5808,,DNS,192.168.77.109,,,,53,1,,,,N
5809,0,UDP,192.168.77.109,,,,53,1,,,,N
5809,,DNS,192.168.77.109,,,,53,1,,,,N
5810,0,UDP,192.168.77.109,,,,53,1,,,,N
5810,,DNS,192.168.77.109,,,,53,1,,,,N
5811,0,UDP,192.168.77.109,,,,53,1,,,,N
5811,,DNS,192.168.77.109,,,,53,1,,,,N
5812,0,UDP,192.168.77.109,,,,53,1,,,,N
5812,,DNS,192.168.77.109,,,,53,1,,,,N
5813,0,UDP,192.168.77.109,,,,53,1,,,,N
5813,,DNS,192.168.77.109,,,,53,1,,,,N
5814,0,TCP,34.117.237.239,443,39752,0,0,0,94,,,N
5815,0,UDP,192.168.77.1,,,,105,0,,,,N
5815,,DNS,192.168.77.1,,,,105,0,,,,N
5817,0,TCP,192.168.77.109,35408,443,0,0,1,99,,,N
5818,0,TCP,192.168.77.109,35408,443,0,0,1,99,,,N
5819,0,TCP,34.107.221.82,80,40478,295,0,0,98,,,N
5820,0,TCP,34.107.221.82,80,40478,0,216,0,98,,,N
5821,0,TCP,192.168.77.109,40478,80,0,0,1,98,,,N
5822,0,TCP,192.168.77.109,40478,80,0,0,1,98,,,N
5823,0,TCP,192.168.77.109,40478,80,0,0,1,98,,,N
5824,0,UDP,192.168.77.1,,,,69,0,,,,N
5824,,DNS,192.168.77.1,,,,69,0,,,,N
5825,0,TCP,34.107.243.93,443,35408,1,0,0,99,,,N
5826,0,TCP,192.168.77.109,35408,443,0,0,1,99,314,40,N
5827,0,TCP,192.168.77.109,35408,443,0,0,1,99,314,41,N
5828,0,TCP,192.168.77.109,35408,443,0,0,1,99,314,42,N
5829,0,TCP,192.168.77.109,35408,443,0,517,1,99,,,N
5830,0,TCP,192.168.77.109,35408,443,0,517,1,99,,,N
5831,0,TCP,192.168.77.109,35408,443,0,517,1,99,,,N
5832,0,UDP,192.168.77.109,,,,61,1,,,,N
5832,,DNS,192.168.77.109,,,,61,1,,,,N
5833,0,UDP,192.168.77.109,,,,61,1,,,,N
5833,,DNS,192.168.77.109,,,,61,1,,,,N
5834,0,UDP,192.168.77.109,,,,61,1,,,,N
5834,,DNS,192.168.77.109,,,,61,1,,,,N
5835,0,UDP,192.168.77.109,,,,61,1,,,,N
