Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count,Label
908,0,TCP,192.168.77.1,1900,51254,613,0,0,45,,,N
909,0,TCP,192.168.77.1,1900,51254,0,218,0,45,,,N
910,0,TCP,192.168.77.1,1900,51254,0,343,0,45,,,N
914,0,TCP,192.168.77.1,1900,51254,1,0,0,45,,,N
918,0,TCP,192.168.77.1,1900,51255,917,0,0,46,,,N
919,0,TCP,192.168.77.1,1900,51255,0,218,0,46,,,N
920,0,TCP,192.168.77.1,1900,51255,0,268,0,46,,,N
924,0,TCP,192.168.77.1,1900,51255,1,0,0,46,,,N
928,0,TCP,192.168.77.1,1900,51256,917,0,0,47,,,N
929,0,TCP,192.168.77.1,1900,51256,0,218,0,47,,,N
930,0,TCP,192.168.77.1,1900,51256,0,268,0,47,,,N
934,0,TCP,192.168.77.1,1900,51256,1,0,0,47,,,N
938,0,TCP,192.168.77.1,1900,51257,917,0,0,48,,,N
939,,ARP,,,,,60,0,,,,N
940,0,TCP,192.168.77.1,1900,51257,0,218,0,48,,,N
941,0,TCP,192.168.77.1,1900,51257,0,268,0,48,,,N
945,0,TCP,192.168.77.1,1900,51257,1,0,0,48,,,N
949,0,TCP,192.168.77.1,1900,51258,917,0,0,49,,,N
950,0,TCP,192.168.77.1,1900,51258,0,218,0,49,,,N
951,0,TCP,192.168.77.1,1900,51258,0,268,0,49,,,N
954,0,TCP,192.168.77.1,1900,51258,1,0,0,49,,,N
955,,ARP,,,,,60,0,,,,N
956,,ARP,,,,,60,0,,,,N
957,,ARP,,,,,60,0,,,,N
958,,ARP,,,,,60,0,,,,N
959,,ARP,,,,,60,0,,,,N
960,,ARP,,,,,60,0,,,,N
961,,ARP,,,,,60,0,,,,N
963,,ARP,,,,,60,0,,,,N
964,,ARP,,,,,60,0,,,,N
965,,ARP,,,,,42,0,,,,N
968,0,TCP,192.168.77.101,58168,80,1,0,1,50,120,3,N
969,0,TCP,192.168.77.101,58168,80,0,402,1,50,,,N
971,0,TCP,192.168.77.101,58168,80,298,0,1,50,,,N
972,3,UDP,192.168.77.101,,,,107,1,,,,N
973,2,UDP,,,,,107,0,,,,N
974,0,TCP,192.168.77.101,58168,80,0,411,1,50,,,N
976,0,TCP,192.168.77.101,58168,80,636,0,1,50,,,N
978,0,TCP,192.168.77.101,58168,80,0,412,1,50,,,N
981,0,TCP,192.168.77.101,58168,80,841,0,1,50,,,N
988,0,TCP,192.168.77.101,58180,443,1,0,1,51,121,4,N
989,0,TCP,192.168.77.101,58180,443,0,517,1,51,,,N
990,0,TCP,192.168.77.101,58181,443,1,0,1,52,121,5,N
991,0,TCP,192.168.77.101,58181,443,0,517,1,52,,,N
994,0,TCP,192.168.77.101,58180,443,862,0,1,51,,,N
995,0,TCP,192.168.77.101,58180,443,0,0,1,51,,,N
1001,0,TCP,192.168.77.101,58181,443,862,0,1,52,,,N
1002,0,TCP,192.168.77.101,58180,443,1,0,1,51,,,N
1003,0,TCP,192.168.77.101,58182,443,1,0,1,53,121,6,N
1004,0,TCP,192.168.77.101,58182,443,0,517,1,53,,,N
1006,0,TCP,192.168.77.101,58181,443,0,0,1,52,,,N
1011,0,TCP,192.168.77.101,58182,443,862,0,1,53,,,N
1012,0,TCP,192.168.77.101,58182,443,0,0,1,53,,,N
1015,0,TCP,192.168.77.101,58183,443,1,0,1,54,121,7,N
1016,0,TCP,192.168.77.101,58183,443,0,517,1,54,,,N
1017,0,TCP,192.168.77.101,58181,443,1,0,1,52,,,N
1018,0,TCP,192.168.77.101,58182,443,1,0,1,53,,,N
1020,0,TCP,192.168.77.101,58183,443,862,0,1,54,,,N
1021,0,TCP,192.168.77.101,58183,443,0,0,1,54,,,N
1026,0,TCP,192.168.77.101,58183,443,1,0,1,54,,,N
1027,0,TCP,192.168.77.101,58185,443,0,0,1,55,,,N
1028,0,UDP,192.168.77.101,,,,107,1,,,,N
1029,0,UDP,,,,,107,0,,,,N
1032,58,TCP,157.90.91.72,443,49949,39,39,0,2,,,N
1035,3,UDP,192.168.77.101,,,,107,1,,,,N
1036,3,UDP,,,,,107,0,,,,N
1037,10,TCP,23.109.170.137,443,51251,0,0,0,42,,,N
1040,4,TCP,192.168.77.101,58168,80,1,0,1,50,,,N
1041,0,TCP,192.168.77.101,58168,80,0,0,1,50,,,N
1043,0,UDP,192.168.77.106,,,,51,0,,,,N
1044,0,UDP,,,,,51,0,,,,N
1045,1,UDP,192.168.77.106,,,,51,0,,,,N
1046,1,UDP,,,,,51,0,,,,N
1049,30,TCP,104.18.1.181,443,50884,35,0,0,5,,,N
1051,19,TCP,163.70.143.60,443,51007,70,0,0,6,,,N
1052,0,TCP,163.70.143.60,443,51007,0,72,0,6,,,N
1054,9,UDP,192.168.77.101,,,,107,1,,,,N
1055,9,UDP,,,,,107,0,,,,N
1057,10,TCP,23.109.170.137,443,51251,0,0,0,42,,,N
1060,0,TCP,23.109.170.137,443,51251,53,0,0,42,,,N
1061,0,TCP,23.109.170.137,443,51251,1,0,0,42,,,N
1064,29,TCP,35.186.224.39,443,51064,43,0,0,9,,,N
1065,0,TCP,35.186.224.39,443,51064,0,40,0,9,,,N
1069,0,TCP,192.168.77.101,58219,80,1,0,1,56,139,8,N
1070,0,TCP,192.168.77.101,58219,80,0,418,1,56,,,N
1072,0,TCP,192.168.77.101,58219,80,647,0,1,56,,,N
1073,0,TCP,192.168.77.101,58219,80,0,419,1,56,,,N
1080,0,TCP,192.168.77.101,58219,80,1448,0,1,56,,,N
1081,0,TCP,192.168.77.101,58219,80,4344,0,1,56,,,N
1082,0,TCP,192.168.77.101,58219,80,1421,0,1,56,,,N
1083,0,TCP,192.168.77.101,58219,80,0,462,1,56,,,N
1091,0,TCP,192.168.77.101,58220,80,1,0,1,57,140,9,N
1092,0,TCP,192.168.77.101,58220,80,0,477,1,57,,,N
1100,0,TCP,192.168.77.101,58221,80,1,0,1,58,140,10,N
1101,0,TCP,192.168.77.101,58222,80,1,0,1,59,140,11,N
1102,0,TCP,192.168.77.101,58221,80,0,457,1,58,,,N
1103,0,TCP,192.168.77.101,58222,80,0,462,1,59,,,N
1104,0,TCP,192.168.77.101,58219,80,2896,0,1,56,,,N
1106,0,TCP,192.168.77.101,58219,80,4344,0,1,56,,,N
1119,0,TCP,192.168.77.101,58219,80,0,0,1,56,,,N
1120,0,TCP,192.168.77.101,58219,80,2661,0,1,56,,,N
1122,0,TCP,192.168.77.101,58219,80,0,439,1,56,,,N
1125,0,TCP,192.168.77.101,58223,80,1,0,1,60,140,12,N
1126,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1129,0,TCP,192.168.77.101,58223,80,0,449,1,60,,,N
1130,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1133,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1138,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1139,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1148,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1149,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1156,0,TCP,192.168.77.101,58224,80,1,0,1,61,140,13,N
1157,0,TCP,192.168.77.101,58221,80,1172,0,1,58,,,N
1158,0,TCP,192.168.77.101,58222,80,644,0,1,59,,,N
1159,0,TCP,192.168.77.101,58224,80,0,445,1,61,,,N
1160,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1167,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1168,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1169,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1178,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1179,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1180,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1195,0,TCP,192.168.77.101,58219,80,2735,0,1,56,,,N
1196,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1201,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1216,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1217,0,TCP,192.168.77.101,58220,80,5792,0,1,57,,,N
1218,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1219,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1220,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1221,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1222,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1223,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1224,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1225,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1276,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1277,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1278,0,TCP,192.168.77.101,58220,80,1448,0,1,57,,,N
1279,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1280,0,TCP,192.168.77.101,58220,80,5792,0,1,57,,,N
1281,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1282,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1283,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1284,0,TCP,192.168.77.101,58223,80,1448,0,1,60,,,N
1285,0,TCP,192.168.77.101,58223,80,1448,0,1,60,,,N
1286,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1323,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1327,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1330,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1331,26,UDP,192.168.77.106,,,,51,0,,,,N
1331,,DNS,192.168.77.106,,,,51,0,,,,N
1332,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1333,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1334,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1335,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1336,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1337,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1338,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1339,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1340,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1341,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1342,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1343,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1344,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1345,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1346,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1347,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1348,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1349,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1350,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1351,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1352,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1353,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1357,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1358,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1359,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1360,0,TCP,192.168.77.101,58220,80,4344,0,1,57,,,N
1361,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1362,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1363,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1364,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1365,0,TCP,192.168.77.101,58223,80,2896,0,1,60,,,N
1366,0,TCP,192.168.77.101,58223,80,1175,0,1,60,,,N
1367,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1371,0,TCP,192.168.77.101,58224,80,1448,0,1,61,,,N
1372,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1379,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1380,0,TCP,192.168.77.101,58224,80,1448,0,1,61,,,N
1381,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1392,0,TCP,192.168.77.101,58220,80,2896,0,1,57,,,N
1393,0,TCP,192.168.77.101,58220,80,3719,0,1,57,,,N
1394,0,TCP,192.168.77.101,58224,80,1448,0,1,61,,,N
1395,0,TCP,192.168.77.101,58223,80,0,0,1,60,,,N
1396,0,TCP,192.168.77.101,58224,80,7240,0,1,61,,,N
1397,0,TCP,192.168.77.101,58224,80,4344,0,1,61,,,N
1398,0,TCP,192.168.77.101,58224,80,1448,0,1,61,,,N
1399,0,TCP,192.168.77.101,58224,80,4344,0,1,61,,,N
1400,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1401,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1402,0,TCP,192.168.77.101,58224,80,2896,0,1,61,,,N
1403,0,TCP,192.168.77.101,58224,80,1342,0,1,61,,,N
1404,0,UDP,192.168.77.1,,,,83,0,,,,N
1404,,DNS,192.168.77.1,,,,83,0,,,,N
1405,0,UDP,192.168.77.106,,,,1258,0,,,,N
1406,0,UDP,192.168.77.106,,,,85,0,,,,N
1407,0,UDP,192.168.77.106,,,,251,0,,,,N
1408,0,UDP,192.168.77.106,,,,251,0,,,,N
1409,0,UDP,162.159.61.3,,,,1208,0,,,,N
1410,0,UDP,192.168.77.106,,,,98,0,,,,N
1411,0,UDP,162.159.61.3,,,,60,0,,,,N
1412,0,UDP,162.159.61.3,,,,32,0,,,,N
1413,0,UDP,192.168.77.106,,,,53,0,,,,N
1414,0,UDP,162.159.61.3,,,,32,0,,,,N
1415,0,UDP,162.159.61.3,,,,57,0,,,,N
1416,0,UDP,192.168.77.106,,,,53,0,,,,N
1417,0,UDP,192.168.77.106,,,,55,0,,,,N
1418,0,UDP,162.159.61.3,,,,625,0,,,,N
1419,0,UDP,162.159.61.3,,,,589,0,,,,N
1420,0,UDP,192.168.77.106,,,,53,0,,,,N
1421,0,UDP,192.168.77.106,,,,1258,0,,,,N
1422,0,UDP,192.168.77.106,,,,88,0,,,,N
1423,0,UDP,192.168.77.106,,,,1258,0,,,,N
1424,0,UDP,192.168.77.106,,,,271,0,,,,N
1425,0,UDP,192.168.77.106,,,,1258,0,,,,N
1426,0,UDP,192.168.77.106,,,,271,0,,,,N
1427,0,UDP,162.159.61.3,,,,30,0,,,,N
1428,0,UDP,162.159.61.3,,,,36,0,,,,N
1429,0,UDP,192.168.77.106,,,,53,0,,,,N
1430,0,UDP,162.159.135.232,,,,1208,0,,,,N
1431,0,UDP,192.168.77.106,,,,98,0,,,,N
1432,0,UDP,162.159.135.232,,,,60,0,,,,N
1433,0,UDP,162.159.135.232,,,,32,0,,,,N
1434,0,UDP,162.159.135.232,,,,32,0,,,,N
1435,0,UDP,162.159.135.232,,,,57,0,,,,N
1436,0,UDP,192.168.77.106,,,,53,0,,,,N
1437,0,UDP,192.168.77.106,,,,53,0,,,,N
1438,0,UDP,192.168.77.106,,,,55,0,,,,N
1439,0,UDP,162.159.135.232,,,,37,0,,,,N
1440,0,UDP,192.168.77.106,,,,53,0,,,,N
1441,0,UDP,162.159.135.232,,,,641,0,,,,N
1442,0,UDP,192.168.77.106,,,,242,0,,,,N
1443,0,UDP,192.168.77.106,,,,242,0,,,,N
1444,0,UDP,162.159.135.232,,,,606,0,,,,N
1445,0,UDP,192.168.77.106,,,,53,0,,,,N
1446,0,UDP,162.159.61.3,,,,31,0,,,,N
1447,0,UDP,162.159.61.3,,,,589,0,,,,N
1448,0,UDP,162.159.61.3,,,,589,0,,,,N
1449,0,UDP,192.168.77.106,,,,53,0,,,,N
1450,0,UDP,192.168.77.106,,,,1258,0,,,,N
1451,0,UDP,192.168.77.106,,,,87,0,,,,N
1452,0,UDP,192.168.77.106,,,,741,0,,,,N
1453,0,UDP,192.168.77.106,,,,742,0,,,,N
1454,0,UDP,162.159.135.233,,,,1208,0,,,,N
1455,0,UDP,192.168.77.106,,,,98,0,,,,N
1456,0,UDP,162.159.135.233,,,,60,0,,,,N
1457,0,UDP,162.159.135.233,,,,32,0,,,,N
1458,0,UDP,192.168.77.106,,,,53,0,,,,N
1459,0,UDP,162.159.135.233,,,,32,0,,,,N
1460,0,UDP,162.159.135.233,,,,57,0,,,,N
1461,0,UDP,192.168.77.106,,,,53,0,,,,N
1462,0,UDP,192.168.77.106,,,,55,0,,,,N
1463,0,UDP,162.159.135.233,,,,30,0,,,,N
1464,0,UDP,162.159.135.233,,,,36,0,,,,N
1465,0,UDP,192.168.77.106,,,,53,0,,,,N
1466,0,TCP,192.168.77.101,58219,80,0,579,1,56,,,N
1468,0,TCP,192.168.77.101,58219,80,540,0,1,56,,,N
1473,0,TCP,192.168.77.101,58234,443,1,0,1,62,141,14,N
1474,0,TCP,192.168.77.101,58234,443,0,517,1,62,,,N
1476,0,TCP,192.168.77.101,58235,443,1,0,1,63,141,15,N
1477,0,TCP,192.168.77.101,58235,443,0,517,1,63,,,N
1479,0,TCP,192.168.77.101,58234,443,862,0,1,62,,,N
1480,0,TCP,192.168.77.101,58235,443,862,0,1,63,,,N
1481,0,TCP,192.168.77.101,58234,443,0,0,1,62,,,N
1484,0,TCP,192.168.77.101,58234,443,1,0,1,62,,,N
1485,0,TCP,192.168.77.101,58235,443,0,0,1,63,,,N
1490,0,TCP,192.168.77.101,58236,443,1,0,1,64,141,16,N
1491,0,TCP,192.168.77.101,58236,443,0,517,1,64,,,N
1492,0,TCP,192.168.77.101,58235,443,1,0,1,63,,,N
1494,0,TCP,192.168.77.101,58236,443,862,0,1,64,,,N
1495,0,TCP,192.168.77.101,58236,443,0,0,1,64,,,N
1500,0,TCP,192.168.77.101,58236,443,1,0,1,64,,,N
1501,0,TCP,192.168.77.101,58237,443,1,0,1,65,141,17,N
1502,0,TCP,192.168.77.101,58237,443,0,517,1,65,,,N
1504,0,TCP,192.168.77.101,58237,443,862,0,1,65,,,N
1505,0,TCP,192.168.77.101,58237,443,0,0,1,65,,,N
1510,0,TCP,192.168.77.101,58237,443,1,0,1,65,,,N
1511,0,TCP,192.168.77.101,58238,443,1,0,1,66,141,18,N
1512,0,TCP,192.168.77.101,58238,443,0,517,1,66,,,N
1514,0,TCP,192.168.77.101,58238,443,862,0,1,66,,,N
1515,0,TCP,192.168.77.101,58238,443,0,0,1,66,,,N
1518,0,TCP,192.168.77.101,58238,443,1,0,1,66,,,N
1521,0,TCP,192.168.77.101,58239,443,1,0,1,67,141,19,N
1522,0,TCP,192.168.77.101,58239,443,0,517,1,67,,,N
1524,0,TCP,192.168.77.101,58239,443,862,0,1,67,,,N
1525,0,TCP,192.168.77.101,58239,443,0,0,1,67,,,N
1529,0,TCP,192.168.77.101,58239,443,1,0,1,67,,,N
1531,0,TCP,192.168.77.101,58240,443,1,0,1,68,141,20,N
1532,0,TCP,192.168.77.101,58240,443,0,517,1,68,,,N
1534,0,TCP,192.168.77.101,58240,443,862,0,1,68,,,N
1535,0,TCP,192.168.77.101,58240,443,0,0,1,68,,,N
1540,0,TCP,192.168.77.101,58240,443,1,0,1,68,,,N
1541,0,TCP,192.168.77.101,58241,80,1,0,1,69,141,21,N
1542,0,TCP,192.168.77.101,58241,80,0,325,1,69,,,N
1553,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1554,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1561,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1562,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1567,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1568,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1571,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1572,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1573,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1574,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1575,0,TCP,192.168.77.101,58241,80,2896,0,1,69,,,N
1576,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1577,0,TCP,192.168.77.101,58241,80,1448,0,1,69,,,N
1578,0,TCP,192.168.77.101,58241,80,3697,0,1,69,,,N
1579,0,UDP,162.159.135.233,,,,1208,0,,,,N
1580,0,UDP,162.159.135.233,,,,1208,0,,,,N
1581,0,UDP,162.159.135.233,,,,1208,0,,,,N
1582,0,UDP,192.168.77.106,,,,53,0,,,,N
1583,0,UDP,162.159.135.233,,,,1208,0,,,,N
1584,0,UDP,162.159.135.233,,,,1208,0,,,,N
1585,0,UDP,192.168.77.106,,,,53,0,,,,N
1586,0,UDP,162.159.135.233,,,,1208,0,,,,N
1587,0,UDP,162.159.135.233,,,,1208,0,,,,N
1588,0,UDP,192.168.77.106,,,,53,0,,,,N
1589,0,UDP,162.159.135.233,,,,1208,0,,,,N
1590,0,UDP,162.159.135.233,,,,1208,0,,,,N
1591,0,UDP,192.168.77.106,,,,53,0,,,,N
1592,0,UDP,162.159.135.233,,,,1208,0,,,,N
1593,0,UDP,192.168.77.106,,,,53,0,,,,N
1594,0,UDP,162.159.135.233,,,,1208,0,,,,N
1595,0,UDP,162.159.135.233,,,,1208,0,,,,N
1596,0,UDP,162.159.135.233,,,,1208,0,,,,N
1597,0,UDP,192.168.77.106,,,,53,0,,,,N
1598,0,UDP,162.159.135.233,,,,1208,0,,,,N
1599,0,UDP,192.168.77.106,,,,53,0,,,,N
1600,0,UDP,162.159.135.233,,,,1208,0,,,,N
1601,0,UDP,162.159.135.233,,,,1208,0,,,,N
1602,0,UDP,192.168.77.106,,,,53,0,,,,N
1603,0,UDP,162.159.135.233,,,,1208,0,,,,N
1604,0,UDP,162.159.135.233,,,,1208,0,,,,N
1605,0,UDP,192.168.77.106,,,,53,0,,,,N
1606,0,UDP,162.159.135.233,,,,1208,0,,,,N
1607,0,UDP,162.159.135.233,,,,1208,0,,,,N
1608,0,UDP,192.168.77.106,,,,53,0,,,,N
1609,0,UDP,162.159.135.233,,,,1208,0,,,,N
1610,0,UDP,162.159.135.233,,,,1208,0,,,,N
1611,0,UDP,192.168.77.106,,,,53,0,,,,N
1612,0,UDP,162.159.135.233,,,,1208,0,,,,N
1613,0,UDP,162.159.135.233,,,,1208,0,,,,N
1614,0,UDP,192.168.77.106,,,,53,0,,,,N
1615,0,UDP,162.159.135.233,,,,1208,0,,,,N
1616,0,UDP,162.159.135.233,,,,1208,0,,,,N
1617,0,UDP,192.168.77.106,,,,53,0,,,,N
1618,0,UDP,162.159.135.233,,,,1208,0,,,,N
1619,0,UDP,162.159.135.233,,,,1208,0,,,,N
1620,0,UDP,192.168.77.106,,,,53,0,,,,N
1621,0,UDP,162.159.135.233,,,,1208,0,,,,N
1622,0,UDP,162.159.135.233,,,,1208,0,,,,N
1623,0,UDP,192.168.77.106,,,,53,0,,,,N
1624,0,UDP,162.159.135.233,,,,1208,0,,,,N
1625,0,UDP,162.159.135.233,,,,1208,0,,,,N
1626,0,UDP,192.168.77.106,,,,53,0,,,,N
1627,0,UDP,162.159.135.233,,,,1208,0,,,,N
1628,0,UDP,162.159.135.233,,,,1208,0,,,,N
1629,0,UDP,192.168.77.106,,,,53,0,,,,N
1630,0,UDP,162.159.135.233,,,,1208,0,,,,N
1631,0,UDP,162.159.135.233,,,,1208,0,,,,N
1632,0,UDP,192.168.77.106,,,,53,0,,,,N
1633,0,UDP,162.159.135.233,,,,1208,0,,,,N
1634,0,UDP,162.159.135.233,,,,1208,0,,,,N
1635,0,UDP,192.168.77.106,,,,56,0,,,,N
1636,0,UDP,162.159.135.233,,,,1208,0,,,,N
1637,0,UDP,162.159.135.233,,,,1208,0,,,,N
1638,0,UDP,192.168.77.106,,,,53,0,,,,N
1639,0,UDP,162.159.135.233,,,,1208,0,,,,N
1640,0,UDP,162.159.135.233,,,,1208,0,,,,N
1641,0,UDP,192.168.77.106,,,,53,0,,,,N
1642,0,UDP,162.159.135.233,,,,1208,0,,,,N
1643,0,UDP,162.159.135.233,,,,1208,0,,,,N
1644,0,UDP,162.159.135.233,,,,67,0,,,,N
1645,0,UDP,192.168.77.106,,,,53,0,,,,N
1646,0,UDP,192.168.77.106,,,,53,0,,,,N
1647,0,UDP,162.159.135.233,,,,31,0,,,,N
1650,1,UDP,162.159.135.233,,,,1208,0,,,,N
1651,0,UDP,162.159.135.233,,,,1208,0,,,,N
1652,0,UDP,192.168.77.106,,,,53,0,,,,N
1653,0,UDP,162.159.135.233,,,,1208,0,,,,N
1654,0,UDP,162.159.135.233,,,,1208,0,,,,N
1655,0,UDP,192.168.77.106,,,,53,0,,,,N
1656,0,UDP,162.159.135.233,,,,1208,0,,,,N
1657,0,UDP,162.159.135.233,,,,1208,0,,,,N
1658,0,UDP,162.159.135.233,,,,1208,0,,,,N
1659,0,UDP,192.168.77.106,,,,53,0,,,,N
1660,0,UDP,162.159.135.233,,,,1208,0,,,,N
1661,0,UDP,192.168.77.106,,,,53,0,,,,N
1662,0,UDP,162.159.135.233,,,,1208,0,,,,N
1663,0,UDP,162.159.135.233,,,,1208,0,,,,N
1664,0,UDP,192.168.77.106,,,,53,0,,,,N
1665,0,UDP,162.159.135.233,,,,1208,0,,,,N
1666,0,UDP,162.159.135.233,,,,1208,0,,,,N
1667,0,UDP,192.168.77.106,,,,53,0,,,,N
1668,0,UDP,162.159.135.233,,,,1208,0,,,,N
1669,0,UDP,162.159.135.233,,,,1208,0,,,,N
1670,0,UDP,192.168.77.106,,,,53,0,,,,N
1671,0,UDP,162.159.135.233,,,,1208,0,,,,N
1672,0,UDP,162.159.135.233,,,,1208,0,,,,N
1673,0,UDP,192.168.77.106,,,,53,0,,,,N
1674,0,UDP,162.159.135.233,,,,1208,0,,,,N
1675,0,UDP,162.159.135.233,,,,1208,0,,,,N
1676,0,UDP,192.168.77.106,,,,53,0,,,,N
1677,0,UDP,162.159.135.233,,,,1208,0,,,,N
1678,0,UDP,162.159.135.233,,,,1208,0,,,,N
1679,0,UDP,192.168.77.106,,,,53,0,,,,N
1680,0,UDP,162.159.135.233,,,,1208,0,,,,N
1681,0,UDP,162.159.135.233,,,,1208,0,,,,N
1682,0,UDP,192.168.77.106,,,,53,0,,,,N
1683,0,UDP,162.159.135.233,,,,1208,0,,,,N
1684,0,UDP,162.159.135.233,,,,1208,0,,,,N
1685,0,UDP,192.168.77.106,,,,53,0,,,,N
1686,0,UDP,162.159.135.233,,,,1208,0,,,,N
1687,0,UDP,162.159.135.233,,,,1208,0,,,,N
1688,0,UDP,192.168.77.106,,,,53,0,,,,N
1689,0,UDP,162.159.135.233,,,,853,0,,,,N
1690,0,UDP,192.168.77.106,,,,53,0,,,,N
1694,4,TCP,192.168.77.101,58220,80,1,0,1,57,,,N
1695,4,TCP,192.168.77.101,58221,80,1,0,1,58,,,N
1696,4,TCP,192.168.77.101,58222,80,1,0,1,59,,,N
1697,0,TCP,192.168.77.101,58220,80,0,0,1,57,,,N
1699,0,TCP,192.168.77.101,58221,80,0,0,1,58,,,N
1700,0,TCP,192.168.77.101,58222,80,0,0,1,59,,,N
1704,4,TCP,192.168.77.101,58223,80,1,0,1,60,,,N
1705,0,TCP,192.168.77.101,58223,80,0,0,1,60,,,N
1708,,ARP,,,,,60,0,,,,N
1709,,ARP,,,,,42,0,,,,N
