Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,window_size,sql,stream
10415,0,TCP,192.168.136.132,58412,80,1,0,64128,0,529
10717,2,TCP,192.168.136.132,58412,80,0,11,64128,0,529
7890,0,TCP,192.168.136.131,80,58414,20,0,65152,0,530
7895,0,TCP,192.168.136.131,80,58414,168,0,65024,0,530
9692,15,TCP,192.168.136.131,80,58414,10,0,65024,0,530
10247,12,TCP,192.168.136.131,80,58414,0,482,65024,0,530
10248,0,TCP,192.168.136.131,80,58414,0,0,65024,0,530
10724,2,TCP,192.168.136.131,80,58414,0,0,0,0,530
7887,0,TCP,192.168.136.132,58414,80,1,0,64256,0,530
7888,0,TCP,192.168.136.132,58414,80,0,20,64256,0,530
7893,0,TCP,192.168.136.132,58414,80,0,168,64256,0,530
9684,15,TCP,192.168.136.132,58414,80,0,10,64256,0,530
10267,12,TCP,192.168.136.132,58414,80,482,0,64128,0,530
10410,0,TCP,192.168.136.132,58414,80,1,0,64128,0,530
10719,2,TCP,192.168.136.132,58414,80,0,11,64128,0,530
7897,0,TCP,192.168.136.131,80,58416,21,0,65152,0,531
7901,0,TCP,192.168.136.131,80,58416,168,0,65024,0,531
9693,15,TCP,192.168.136.131,80,58416,11,0,65024,0,531
10310,12,TCP,192.168.136.131,80,58416,0,482,65024,0,531
10315,0,TCP,192.168.136.131,80,58416,0,0,65024,0,531
10725,2,TCP,192.168.136.131,80,58416,0,0,0,0,531
7894,0,TCP,192.168.136.132,58416,80,1,0,64256,0,531
7896,0,TCP,192.168.136.132,58416,80,0,21,64256,0,531
7899,0,TCP,192.168.136.132,58416,80,0,168,64256,0,531
9685,15,TCP,192.168.136.132,58416,80,0,11,64256,0,531
10348,12,TCP,192.168.136.132,58416,80,482,0,64128,0,531
10425,0,TCP,192.168.136.132,58416,80,1,0,64128,0,531
10720,2,TCP,192.168.136.132,58416,80,0,10,64128,0,531
7904,0,TCP,192.168.136.131,80,58430,21,0,65152,0,532
7909,0,TCP,192.168.136.131,80,58430,168,0,65024,0,532
9694,15,TCP,192.168.136.131,80,58430,11,0,65024,0,532
10313,12,TCP,192.168.136.131,80,58430,0,482,65024,0,532
10316,0,TCP,192.168.136.131,80,58430,0,0,65024,0,532
10726,2,TCP,192.168.136.131,80,58430,0,0,0,0,532
7902,0,TCP,192.168.136.132,58430,80,1,0,64256,0,532
7903,0,TCP,192.168.136.132,58430,80,0,21,64256,0,532
7907,0,TCP,192.168.136.132,58430,80,0,168,64256,0,532
9686,15,TCP,192.168.136.132,58430,80,0,11,64256,0,532
10349,12,TCP,192.168.136.132,58430,80,482,0,64128,0,532
10424,0,TCP,192.168.136.132,58430,80,1,0,64128,0,532
10721,2,TCP,192.168.136.132,58430,80,0,11,64128,0,532
7911,0,TCP,192.168.136.131,80,58438,20,0,65152,0,533
7915,0,TCP,192.168.136.131,80,58438,168,0,65024,0,533
9695,15,TCP,192.168.136.131,80,58438,10,0,65024,0,533
10249,12,TCP,192.168.136.131,80,58438,0,482,65024,0,533
10250,0,TCP,192.168.136.131,80,58438,0,0,65024,0,533
10727,2,TCP,192.168.136.131,80,58438,0,0,0,0,533
7908,0,TCP,192.168.136.132,58438,80,1,0,64256,0,533
7910,0,TCP,192.168.136.132,58438,80,0,20,64256,0,533
7914,0,TCP,192.168.136.132,58438,80,0,168,64256,0,533
9687,15,TCP,192.168.136.132,58438,80,0,10,64256,0,533
10268,12,TCP,192.168.136.132,58438,80,482,0,64128,0,533
10409,0,TCP,192.168.136.132,58438,80,1,0,64128,0,533
10722,2,TCP,192.168.136.132,58438,80,0,11,64128,0,533
7918,0,TCP,192.168.136.131,80,58444,21,0,65152,0,534
7922,0,TCP,192.168.136.131,80,58444,168,0,65024,0,534
9704,15,TCP,192.168.136.131,80,58444,10,0,65024,0,534
10292,12,TCP,192.168.136.131,80,58444,0,482,65024,0,534
10340,0,TCP,192.168.136.131,80,58444,0,0,65024,0,534
10728,2,TCP,192.168.136.131,80,58444,0,0,0,0,534
7916,0,TCP,192.168.136.132,58444,80,1,0,64256,0,534
7917,0,TCP,192.168.136.132,58444,80,0,21,64256,0,534
7921,0,TCP,192.168.136.132,58444,80,0,168,64256,0,534
9696,15,TCP,192.168.136.132,58444,80,0,10,64256,0,534
10331,12,TCP,192.168.136.132,58444,80,482,0,64128,0,534
10416,0,TCP,192.168.136.132,58444,80,1,0,64128,0,534
10723,2,TCP,192.168.136.132,58444,80,0,11,64128,0,534
7925,0,TCP,192.168.136.131,80,58458,21,0,65152,0,535
7929,0,TCP,192.168.136.131,80,58458,168,0,65024,0,535
9705,15,TCP,192.168.136.131,80,58458,11,0,65024,0,535
10361,12,TCP,192.168.136.131,80,58458,0,482,65024,0,535
10367,0,TCP,192.168.136.131,80,58458,0,0,65024,0,535
10733,2,TCP,192.168.136.131,80,58458,0,0,0,0,535
7923,0,TCP,192.168.136.132,58458,80,1,0,64256,0,535
7924,0,TCP,192.168.136.132,58458,80,0,21,64256,0,535
7927,0,TCP,192.168.136.132,58458,80,0,168,64256,0,535
9697,15,TCP,192.168.136.132,58458,80,0,11,64256,0,535
10370,12,TCP,192.168.136.132,58458,80,482,0,64128,0,535
10464,0,TCP,192.168.136.132,58458,80,1,0,64128,0,535
10729,2,TCP,192.168.136.132,58458,80,0,11,64128,0,535
7932,0,TCP,192.168.136.131,80,58466,20,0,65152,0,536
7936,0,TCP,192.168.136.131,80,58466,168,0,65024,0,536
9706,15,TCP,192.168.136.131,80,58466,9,0,65024,0,536
10241,12,TCP,192.168.136.131,80,58466,0,482,65024,0,536
10242,0,TCP,192.168.136.131,80,58466,0,0,65024,0,536
10734,2,TCP,192.168.136.131,80,58466,0,0,0,0,536
7930,0,TCP,192.168.136.132,58466,80,1,0,64256,0,536
7931,0,TCP,192.168.136.132,58466,80,0,20,64256,0,536
7934,0,TCP,192.168.136.132,58466,80,0,168,64256,0,536
9698,15,TCP,192.168.136.132,58466,80,0,9,64256,0,536
10263,12,TCP,192.168.136.132,58466,80,482,0,64128,0,536
10413,0,TCP,192.168.136.132,58466,80,1,0,64128,0,536
10730,2,TCP,192.168.136.132,58466,80,0,11,64128,0,536
7939,0,TCP,192.168.136.131,80,58474,21,0,65152,0,537
7944,0,TCP,192.168.136.131,80,58474,168,0,65024,0,537
9707,15,TCP,192.168.136.131,80,58474,10,0,65024,0,537
10296,12,TCP,192.168.136.131,80,58474,0,482,65024,0,537
10297,0,TCP,192.168.136.131,80,58474,0,0,65024,0,537
10735,2,TCP,192.168.136.131,80,58474,0,0,0,0,537
7937,0,TCP,192.168.136.132,58474,80,1,0,64256,0,537
7938,0,TCP,192.168.136.132,58474,80,0,21,64256,0,537
7942,0,TCP,192.168.136.132,58474,80,0,168,64256,0,537
9699,15,TCP,192.168.136.132,58474,80,0,10,64256,0,537
10338,12,TCP,192.168.136.132,58474,80,482,0,64128,0,537
10432,0,TCP,192.168.136.132,58474,80,1,0,64128,0,537
10731,2,TCP,192.168.136.132,58474,80,0,11,64128,0,537
7946,0,TCP,192.168.136.131,80,58480,21,0,65152,0,538
7951,0,TCP,192.168.136.131,80,58480,168,0,65024,0,538
9708,15,TCP,192.168.136.131,80,58480,11,0,65024,0,538
10364,12,TCP,192.168.136.131,80,58480,0,482,65024,0,538
10365,0,TCP,192.168.136.131,80,58480,0,0,65024,0,538
10736,2,TCP,192.168.136.131,80,58480,0,0,0,0,538
7943,0,TCP,192.168.136.132,58480,80,1,0,64256,0,538
7945,0,TCP,192.168.136.132,58480,80,0,21,64256,0,538
7949,0,TCP,192.168.136.132,58480,80,0,168,64256,0,538
9700,15,TCP,192.168.136.132,58480,80,0,11,64256,0,538
10373,12,TCP,192.168.136.132,58480,80,482,0,64128,0,538
10465,0,TCP,192.168.136.132,58480,80,1,0,64128,0,538
10732,2,TCP,192.168.136.132,58480,80,0,11,64128,0,538
7953,0,TCP,192.168.136.131,80,58490,20,0,65152,0,539
7958,0,TCP,192.168.136.131,80,58490,168,0,65024,0,539
9709,15,TCP,192.168.136.131,80,58490,11,0,65024,0,539
10317,12,TCP,192.168.136.131,80,58490,0,482,65024,0,539
10320,0,TCP,192.168.136.131,80,58490,0,0,65024,0,539
10742,2,TCP,192.168.136.131,80,58490,0,0,0,0,539
7950,0,TCP,192.168.136.132,58490,80,1,0,64256,0,539
7952,0,TCP,192.168.136.132,58490,80,0,20,64256,0,539
7956,0,TCP,192.168.136.132,58490,80,0,168,64256,0,539
9701,15,TCP,192.168.136.132,58490,80,0,11,64256,0,539
10350,12,TCP,192.168.136.132,58490,80,482,0,64128,0,539
10423,0,TCP,192.168.136.132,58490,80,1,0,64128,0,539
10737,2,TCP,192.168.136.132,58490,80,0,11,64128,0,539
7960,0,TCP,192.168.136.131,80,58506,21,0,65152,0,540
7965,0,TCP,192.168.136.131,80,58506,168,0,65024,0,540
9710,15,TCP,192.168.136.131,80,58506,11,0,65024,0,540
10327,12,TCP,192.168.136.131,80,58506,0,482,65024,0,540
10328,0,TCP,192.168.136.131,80,58506,0,0,65024,0,540
10743,2,TCP,192.168.136.131,80,58506,0,0,0,0,540
7957,0,TCP,192.168.136.132,58506,80,1,0,64256,0,540
7959,0,TCP,192.168.136.132,58506,80,0,21,64256,0,540
7963,0,TCP,192.168.136.132,58506,80,0,168,64256,0,540
9702,15,TCP,192.168.136.132,58506,80,0,11,64256,0,540
10353,12,TCP,192.168.136.132,58506,80,482,0,64128,0,540
10420,0,TCP,192.168.136.132,58506,80,1,0,64128,0,540
10738,2,TCP,192.168.136.132,58506,80,0,11,64128,0,540
7967,0,TCP,192.168.136.131,80,58516,19,0,65152,0,541
7972,0,TCP,192.168.136.131,80,58516,168,0,65024,0,541
9711,15,TCP,192.168.136.131,80,58516,11,0,65024,0,541
10298,12,TCP,192.168.136.131,80,58516,0,482,65024,0,541
10299,0,TCP,192.168.136.131,80,58516,0,0,65024,0,541
10744,2,TCP,192.168.136.131,80,58516,0,0,0,0,541
7964,0,TCP,192.168.136.132,58516,80,1,0,64256,0,541
7966,0,TCP,192.168.136.132,58516,80,0,19,64256,0,541
7970,0,TCP,192.168.136.132,58516,80,0,168,64256,0,541
9703,15,TCP,192.168.136.132,58516,80,0,11,64256,0,541
10339,12,TCP,192.168.136.132,58516,80,482,0,64128,0,541
10431,0,TCP,192.168.136.132,58516,80,1,0,64128,0,541
10739,2,TCP,192.168.136.132,58516,80,0,11,64128,0,541
7974,0,TCP,192.168.136.131,80,58518,20,0,65152,0,542
7978,0,TCP,192.168.136.131,80,58518,168,0,65024,0,542
9720,15,TCP,192.168.136.131,80,58518,11,0,65024,0,542
10321,12,TCP,192.168.136.131,80,58518,0,482,65024,0,542
10322,0,TCP,192.168.136.131,80,58518,0,0,65024,0,542
10745,2,TCP,192.168.136.131,80,58518,0,0,0,0,542
7971,0,TCP,192.168.136.132,58518,80,1,0,64256,0,542
7973,0,TCP,192.168.136.132,58518,80,0,20,64256,0,542
7976,0,TCP,192.168.136.132,58518,80,0,168,64256,0,542
9712,15,TCP,192.168.136.132,58518,80,0,11,64256,0,542
10351,12,TCP,192.168.136.132,58518,80,482,0,64128,0,542
10422,0,TCP,192.168.136.132,58518,80,1,0,64128,0,542
10740,2,TCP,192.168.136.132,58518,80,0,11,64128,0,542
7981,0,TCP,192.168.136.131,80,58530,21,0,65152,0,543
7985,0,TCP,192.168.136.131,80,58530,168,0,65024,0,543
9721,15,TCP,192.168.136.131,80,58530,11,0,65024,0,543
10362,12,TCP,192.168.136.131,80,58530,0,482,65024,0,543
10363,0,TCP,192.168.136.131,80,58530,0,0,65024,0,543
10746,2,TCP,192.168.136.131,80,58530,0,0,0,0,543
7979,0,TCP,192.168.136.132,58530,80,1,0,64256,0,543
7980,0,TCP,192.168.136.132,58530,80,0,21,64256,0,543
7984,0,TCP,192.168.136.132,58530,80,0,168,64256,0,543
9713,15,TCP,192.168.136.132,58530,80,0,11,64256,0,543
10371,12,TCP,192.168.136.132,58530,80,482,0,64128,0,543
10466,0,TCP,192.168.136.132,58530,80,1,0,64128,0,543
10741,2,TCP,192.168.136.132,58530,80,0,11,64128,0,543
7988,0,TCP,192.168.136.131,80,58540,20,0,65152,0,544
7992,0,TCP,192.168.136.131,80,58540,168,0,65024,0,544
9722,15,TCP,192.168.136.131,80,58540,10,0,65024,0,544
10300,12,TCP,192.168.136.131,80,58540,0,482,65024,0,544
10301,0,TCP,192.168.136.131,80,58540,0,0,65024,0,544
10751,2,TCP,192.168.136.131,80,58540,0,0,0,0,544
7986,0,TCP,192.168.136.132,58540,80,1,0,64256,0,544
7987,0,TCP,192.168.136.132,58540,80,0,20,64256,0,544
7991,0,TCP,192.168.136.132,58540,80,0,168,64256,0,544
9714,15,TCP,192.168.136.132,58540,80,0,10,64256,0,544
10343,12,TCP,192.168.136.132,58540,80,482,0,64128,0,544
10430,0,TCP,192.168.136.132,58540,80,1,0,64128,0,544
10747,2,TCP,192.168.136.132,58540,80,0,11,64128,0,544
7995,0,TCP,192.168.136.131,80,58554,20,0,65152,0,545
7999,0,TCP,192.168.136.131,80,58554,168,0,65024,0,545
9723,15,TCP,192.168.136.131,80,58554,11,0,65024,0,545
10366,12,TCP,192.168.136.131,80,58554,0,482,65024,0,545
10372,0,TCP,192.168.136.131,80,58554,0,0,65024,0,545
10752,2,TCP,192.168.136.131,80,58554,0,0,0,0,545
7993,0,TCP,192.168.136.132,58554,80,1,0,64256,0,545
7994,0,TCP,192.168.136.132,58554,80,0,20,64256,0,545
7997,0,TCP,192.168.136.132,58554,80,0,168,64256,0,545
9715,15,TCP,192.168.136.132,58554,80,0,11,64256,0,545
10374,12,TCP,192.168.136.132,58554,80,482,0,64128,0,545
10462,0,TCP,192.168.136.132,58554,80,1,0,64128,0,545
10748,2,TCP,192.168.136.132,58554,80,0,9,64128,0,545
8002,0,TCP,192.168.136.131,80,58570,20,0,65152,0,546
8006,0,TCP,192.168.136.131,80,58570,168,0,65024,0,546
9724,15,TCP,192.168.136.131,80,58570,11,0,65024,0,546
10257,12,TCP,192.168.136.131,80,58570,0,482,65024,0,546
10258,0,TCP,192.168.136.131,80,58570,0,0,65024,0,546
10753,2,TCP,192.168.136.131,80,58570,0,0,0,0,546
8000,0,TCP,192.168.136.132,58570,80,1,0,64256,0,546
8001,0,TCP,192.168.136.132,58570,80,0,20,64256,0,546
8004,0,TCP,192.168.136.132,58570,80,0,168,64256,0,546
9716,15,TCP,192.168.136.132,58570,80,0,11,64256,0,546
10272,12,TCP,192.168.136.132,58570,80,482,0,64128,0,546
10405,0,TCP,192.168.136.132,58570,80,1,0,64128,0,546
10749,2,TCP,192.168.136.132,58570,80,0,11,64128,0,546
8009,0,TCP,192.168.136.131,80,58578,20,0,65152,0,547
8013,0,TCP,192.168.136.131,80,58578,168,0,65024,0,547
9725,15,TCP,192.168.136.131,80,58578,11,0,65024,0,547
10323,12,TCP,192.168.136.131,80,58578,0,482,65024,0,547
10326,0,TCP,192.168.136.131,80,58578,0,0,65024,0,547
10754,2,TCP,192.168.136.131,80,58578,0,0,0,0,547
8007,0,TCP,192.168.136.132,58578,80,1,0,64256,0,547
8008,0,TCP,192.168.136.132,58578,80,0,20,64256,0,547
8012,0,TCP,192.168.136.132,58578,80,0,168,64256,0,547
9717,15,TCP,192.168.136.132,58578,80,0,11,64256,0,547
10352,12,TCP,192.168.136.132,58578,80,482,0,64128,0,547
10421,0,TCP,192.168.136.132,58578,80,1,0,64128,0,547
10750,2,TCP,192.168.136.132,58578,80,0,10,64128,0,547
8016,0,TCP,192.168.136.131,80,58584,21,0,65152,0,548
8021,0,TCP,192.168.136.131,80,58584,168,0,65024,0,548
9726,15,TCP,192.168.136.131,80,58584,10,0,65024,0,548
10368,12,TCP,192.168.136.131,80,58584,0,482,65024,0,548
10369,0,TCP,192.168.136.131,80,58584,0,0,65024,0,548
10758,2,TCP,192.168.136.131,80,58584,0,0,0,0,548
8014,0,TCP,192.168.136.132,58584,80,1,0,64256,0,548
8015,0,TCP,192.168.136.132,58584,80,0,21,64256,0,548
8019,0,TCP,192.168.136.132,58584,80,0,168,64256,0,548
9718,15,TCP,192.168.136.132,58584,80,0,10,64256,0,548
10375,12,TCP,192.168.136.132,58584,80,482,0,64128,0,548
10463,0,TCP,192.168.136.132,58584,80,1,0,64128,0,548
10755,2,TCP,192.168.136.132,58584,80,0,10,64128,0,548
8023,0,TCP,192.168.136.131,80,58594,20,0,65152,0,549
8028,0,TCP,192.168.136.131,80,58594,168,0,65024,0,549
9727,15,TCP,192.168.136.131,80,58594,11,0,65024,0,549
10259,12,TCP,192.168.136.131,80,58594,0,482,65024,0,549
10261,0,TCP,192.168.136.131,80,58594,0,0,65024,0,549
10759,2,TCP,192.168.136.131,80,58594,0,0,0,0,549
8020,0,TCP,192.168.136.132,58594,80,1,0,64256,0,549
8022,0,TCP,192.168.136.132,58594,80,0,20,64256,0,549
8026,0,TCP,192.168.136.132,58594,80,0,168,64256,0,549
9719,15,TCP,192.168.136.132,58594,80,0,11,64256,0,549
10273,12,TCP,192.168.136.132,58594,80,482,0,64128,0,549
10404,0,TCP,192.168.136.132,58594,80,1,0,64128,0,549
10756,2,TCP,192.168.136.132,58594,80,0,11,64128,0,549
8031,0,TCP,192.168.136.131,80,58606,20,0,65152,0,550
8034,0,TCP,192.168.136.131,80,58606,168,0,65024,0,550
9736,15,TCP,192.168.136.131,80,58606,10,0,65024,0,550
10302,12,TCP,192.168.136.131,80,58606,0,482,65024,0,550
10305,0,TCP,192.168.136.131,80,58606,0,0,65024,0,550
10760,2,TCP,192.168.136.131,80,58606,0,0,0,0,550
8027,0,TCP,192.168.136.132,58606,80,1,0,64256,0,550
8029,0,TCP,192.168.136.132,58606,80,0,20,64256,0,550
8033,0,TCP,192.168.136.132,58606,80,0,168,64256,0,550
9728,15,TCP,192.168.136.132,58606,80,0,10,64256,0,550
10344,12,TCP,192.168.136.132,58606,80,482,0,64128,0,550
10428,0,TCP,192.168.136.132,58606,80,1,0,64128,0,550
10757,2,TCP,192.168.136.132,58606,80,0,11,64128,0,550
8037,0,TCP,192.168.136.131,80,58608,20,0,65152,0,551
8042,0,TCP,192.168.136.131,80,58608,168,0,65024,0,551
9737,15,TCP,192.168.136.131,80,58608,11,0,65024,0,551
10329,12,TCP,192.168.136.131,80,58608,0,482,65024,0,551
10332,0,TCP,192.168.136.131,80,58608,0,0,65024,0,551
10763,2,TCP,192.168.136.131,80,58608,0,0,0,0,551
8035,0,TCP,192.168.136.132,58608,80,1,0,64256,0,551
8036,0,TCP,192.168.136.132,58608,80,0,20,64256,0,551
8040,0,TCP,192.168.136.132,58608,80,0,168,64256,0,551
9729,15,TCP,192.168.136.132,58608,80,0,11,64256,0,551
10354,12,TCP,192.168.136.132,58608,80,482,0,64128,0,551
10419,0,TCP,192.168.136.132,58608,80,1,0,64128,0,551
10761,2,TCP,192.168.136.132,58608,80,0,11,64128,0,551
8044,0,TCP,192.168.136.131,80,58610,21,0,65152,0,552
8048,0,TCP,192.168.136.131,80,58610,168,0,65024,0,552
9738,15,TCP,192.168.136.131,80,58610,11,0,65024,0,552
10336,12,TCP,192.168.136.131,80,58610,0,482,65024,0,552
10337,0,TCP,192.168.136.131,80,58610,0,0,65024,0,552
10764,2,TCP,192.168.136.131,80,58610,0,0,0,0,552
8041,0,TCP,192.168.136.132,58610,80,1,0,64256,0,552
8043,0,TCP,192.168.136.132,58610,80,0,21,64256,0,552
8047,0,TCP,192.168.136.132,58610,80,0,168,64256,0,552
9730,15,TCP,192.168.136.132,58610,80,0,11,64256,0,552
10356,12,TCP,192.168.136.132,58610,80,482,0,64128,0,552
10417,0,TCP,192.168.136.132,58610,80,1,0,64128,0,552
10762,2,TCP,192.168.136.132,58610,80,0,11,64128,0,552
8051,0,TCP,192.168.136.131,80,58616,20,0,65152,0,553
8057,0,TCP,192.168.136.131,80,58616,168,0,65024,0,553
9739,15,TCP,192.168.136.131,80,58616,11,0,65024,0,553
10333,12,TCP,192.168.136.131,80,58616,0,482,65024,0,553
10335,0,TCP,192.168.136.131,80,58616,0,0,65024,0,553
10766,2,TCP,192.168.136.131,80,58616,0,0,0,0,553
8049,0,TCP,192.168.136.132,58616,80,1,0,64256,0,553
8050,0,TCP,192.168.136.132,58616,80,0,20,64256,0,553
8054,0,TCP,192.168.136.132,58616,80,0,168,64256,0,553
9731,15,TCP,192.168.136.132,58616,80,0,11,64256,0,553
10355,12,TCP,192.168.136.132,58616,80,482,0,64128,0,553
10418,0,TCP,192.168.136.132,58616,80,1,0,64128,0,553
10765,2,TCP,192.168.136.132,58616,80,0,11,64128,0,553
8058,0,TCP,192.168.136.131,80,58626,21,0,65152,0,554
8062,0,TCP,192.168.136.131,80,58626,168,0,65024,0,554
9740,15,TCP,192.168.136.131,80,58626,11,0,65024,0,554
10376,12,TCP,192.168.136.131,80,58626,0,482,65024,0,554
10377,0,TCP,192.168.136.131,80,58626,0,0,65024,0,554
10768,2,TCP,192.168.136.131,80,58626,0,0,0,0,554
8055,0,TCP,192.168.136.132,58626,80,1,0,64256,0,554
8056,0,TCP,192.168.136.132,58626,80,0,21,64256,0,554
8060,0,TCP,192.168.136.132,58626,80,0,168,64256,0,554
9732,15,TCP,192.168.136.132,58626,80,0,11,64256,0,554
10378,12,TCP,192.168.136.132,58626,80,482,0,64128,0,554
10476,0,TCP,192.168.136.132,58626,80,1,0,64128,0,554
10767,2,TCP,192.168.136.132,58626,80,0,11,64128,0,554
8065,0,TCP,192.168.136.131,80,58636,21,0,65152,0,555
8070,0,TCP,192.168.136.131,80,58636,168,0,65024,0,555
9741,15,TCP,192.168.136.131,80,58636,11,0,65024,0,555
10379,12,TCP,192.168.136.131,80,58636,0,482,65024,0,555
10386,0,TCP,192.168.136.131,80,58636,0,0,65024,0,555
10770,2,TCP,192.168.136.131,80,58636,0,0,0,0,555
8063,0,TCP,192.168.136.132,58636,80,1,0,64256,0,555
8064,0,TCP,192.168.136.132,58636,80,0,21,64256,0,555
8068,0,TCP,192.168.136.132,58636,80,0,168,64256,0,555
9733,15,TCP,192.168.136.132,58636,80,0,11,64256,0,555
10387,12,TCP,192.168.136.132,58636,80,482,0,64128,0,555
10483,0,TCP,192.168.136.132,58636,80,1,0,64128,0,555
10769,2,TCP,192.168.136.132,58636,80,0,11,64128,0,555
8073,0,TCP,192.168.136.131,80,58646,21,0,65152,0,556
8077,0,TCP,192.168.136.131,80,58646,168,0,65024,0,556
9742,15,TCP,192.168.136.131,80,58646,10,0,65024,0,556
10380,12,TCP,192.168.136.131,80,58646,0,482,65024,0,556
10381,0,TCP,192.168.136.131,80,58646,0,0,65024,0,556
10772,2,TCP,192.168.136.131,80,58646,0,0,0,0,556
8069,0,TCP,192.168.136.132,58646,80,1,0,64256,0,556
8071,0,TCP,192.168.136.132,58646,80,0,21,64256,0,556
8075,0,TCP,192.168.136.132,58646,80,0,168,64256,0,556
9734,15,TCP,192.168.136.132,58646,80,0,10,64256,0,556
10388,12,TCP,192.168.136.132,58646,80,482,0,64128,0,556
10486,0,TCP,192.168.136.132,58646,80,1,0,64128,0,556
10771,2,TCP,192.168.136.132,58646,80,0,11,64128,0,556
8080,0,TCP,192.168.136.131,80,58658,20,0,65152,0,557
8083,0,TCP,192.168.136.131,80,58658,168,0,65024,0,557
9743,15,TCP,192.168.136.131,80,58658,11,0,65024,0,557
10382,12,TCP,192.168.136.131,80,58658,0,482,65024,0,557
10384,0,TCP,192.168.136.131,80,58658,0,0,65024,0,557
10775,2,TCP,192.168.136.131,80,58658,0,0,0,0,557
8076,0,TCP,192.168.136.132,58658,80,1,0,64256,0,557
8078,0,TCP,192.168.136.132,58658,80,0,20,64256,0,557
8082,0,TCP,192.168.136.132,58658,80,0,168,64256,0,557
9735,15,TCP,192.168.136.132,58658,80,0,11,64256,0,557
10389,12,TCP,192.168.136.132,58658,80,482,0,64128,0,557
10485,0,TCP,192.168.136.132,58658,80,1,0,64128,0,557
10773,2,TCP,192.168.136.132,58658,80,0,10,64128,0,557
8086,0,TCP,192.168.136.131,80,58668,21,0,65152,0,558
8090,0,TCP,192.168.136.131,80,58668,168,0,65024,0,558
9752,15,TCP,192.168.136.131,80,58668,11,0,65024,0,558
10394,12,TCP,192.168.136.131,80,58668,0,482,65024,0,558
10399,0,TCP,192.168.136.131,80,58668,0,0,65024,0,558
10776,2,TCP,192.168.136.131,80,58668,0,0,0,0,558
8084,0,TCP,192.168.136.132,58668,80,1,0,64256,0,558
8085,0,TCP,192.168.136.132,58668,80,0,21,64256,0,558
8088,0,TCP,192.168.136.132,58668,80,0,168,64256,0,558
9744,15,TCP,192.168.136.132,58668,80,0,11,64256,0,558
10400,12,TCP,192.168.136.132,58668,80,482,0,64128,0,558
10500,0,TCP,192.168.136.132,58668,80,1,0,64128,0,558
10774,2,TCP,192.168.136.132,58668,80,0,10,64128,0,558
8093,0,TCP,192.168.136.131,80,58684,21,0,65152,0,559
8098,0,TCP,192.168.136.131,80,58684,168,0,65024,0,559
9753,15,TCP,192.168.136.131,80,58684,11,0,65024,0,559
10397,12,TCP,192.168.136.131,80,58684,0,482,65024,0,559
10398,0,TCP,192.168.136.131,80,58684,0,0,65024,0,559
10778,2,TCP,192.168.136.131,80,58684,0,0,0,0,559
8091,0,TCP,192.168.136.132,58684,80,1,0,64256,0,559
8092,0,TCP,192.168.136.132,58684,80,0,21,64256,0,559
8096,0,TCP,192.168.136.132,58684,80,0,168,64256,0,559
9745,15,TCP,192.168.136.132,58684,80,0,11,64256,0,559
10402,12,TCP,192.168.136.132,58684,80,482,0,64128,0,559
10502,0,TCP,192.168.136.132,58684,80,1,0,64128,0,559
10777,2,TCP,192.168.136.132,58684,80,0,11,64128,0,559
8101,0,TCP,192.168.136.131,80,58696,21,0,65152,0,560
8104,0,TCP,192.168.136.131,80,58696,168,0,65024,0,560
9754,15,TCP,192.168.136.131,80,58696,10,0,65024,0,560
10383,12,TCP,192.168.136.131,80,58696,0,482,65024,0,560
10385,0,TCP,192.168.136.131,80,58696,0,0,65024,0,560
10780,2,TCP,192.168.136.131,80,58696,0,0,0,0,560
8097,0,TCP,192.168.136.132,58696,80,1,0,64256,0,560
8099,0,TCP,192.168.136.132,58696,80,0,21,64256,0,560
8103,0,TCP,192.168.136.132,58696,80,0,168,64256,0,560
9746,15,TCP,192.168.136.132,58696,80,0,10,64256,0,560
10390,12,TCP,192.168.136.132,58696,80,482,0,64128,0,560
10484,0,TCP,192.168.136.132,58696,80,1,0,64128,0,560
10779,2,TCP,192.168.136.132,58696,80,0,11,64128,0,560
8107,0,TCP,192.168.136.131,80,58702,21,0,65152,0,561
8111,0,TCP,192.168.136.131,80,58702,168,0,65024,0,561
9755,15,TCP,192.168.136.131,80,58702,11,0,65024,0,561
10395,12,TCP,192.168.136.131,80,58702,0,482,65024,0,561
10396,0,TCP,192.168.136.131,80,58702,0,0,65024,0,561
10782,2,TCP,192.168.136.131,80,58702,0,0,0,0,561
8105,0,TCP,192.168.136.132,58702,80,1,0,64256,0,561
8106,0,TCP,192.168.136.132,58702,80,0,21,64256,0,561
8109,0,TCP,192.168.136.132,58702,80,0,168,64256,0,561
9747,15,TCP,192.168.136.132,58702,80,0,11,64256,0,561
10401,12,TCP,192.168.136.132,58702,80,482,0,64128,0,561
10503,0,TCP,192.168.136.132,58702,80,1,0,64128,0,561
10781,2,TCP,192.168.136.132,58702,80,0,10,64128,0,561
8114,0,TCP,192.168.136.131,80,58710,21,0,65152,0,562
8118,0,TCP,192.168.136.131,80,58710,168,0,65024,0,562
9756,15,TCP,192.168.136.131,80,58710,11,0,65024,0,562
10443,12,TCP,192.168.136.131,80,58710,0,482,65024,0,562
10444,0,TCP,192.168.136.131,80,58710,0,0,65024,0,562
