Packet Number,Time(seconds),Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,socket_count,sql,stream
16871,2043,15,TCP,192.168.136.131,80,49232,10,0,423,0,430
18181,2058,15,TCP,192.168.136.131,80,49232,10,0,423,0,430
18735,2073,15,TCP,192.168.136.131,80,49232,11,0,423,0,430
19925,2077,4,TCP,192.168.136.131,80,49232,0,482,423,0,430
19930,2077,0,TCP,192.168.136.131,80,49232,0,0,423,0,430
20446,2088,10,TCP,192.168.136.131,80,49232,0,0,423,0,430
14687,2028,0,TCP,192.168.136.132,49232,80,1,0,424,0,430
14689,2028,0,TCP,192.168.136.132,49232,80,0,21,424,0,430
14693,2028,0,TCP,192.168.136.132,49232,80,0,168,424,0,430
15961,2028,0,TCP,192.168.136.132,49232,80,0,11,424,0,430
16864,2043,15,TCP,192.168.136.132,49232,80,0,10,424,0,430
18173,2058,15,TCP,192.168.136.132,49232,80,0,10,424,0,430
18727,2073,15,TCP,192.168.136.132,49232,80,0,11,424,0,430
19947,2077,4,TCP,192.168.136.132,49232,80,482,0,424,0,430
20022,2077,0,TCP,192.168.136.132,49232,80,1,0,424,0,430
20438,2088,10,TCP,192.168.136.132,49232,80,0,11,424,0,430
14698,2028,0,TCP,192.168.136.131,80,49244,21,0,424,0,431
14702,2028,0,TCP,192.168.136.131,80,49244,168,0,424,0,431
15964,2028,0,TCP,192.168.136.131,80,49244,11,0,424,0,431
16872,2043,15,TCP,192.168.136.131,80,49244,11,0,424,0,431
18182,2058,15,TCP,192.168.136.131,80,49244,11,0,424,0,431
18736,2073,15,TCP,192.168.136.131,80,49244,11,0,424,0,431
19977,2077,4,TCP,192.168.136.131,80,49244,0,482,424,0,431
19981,2077,0,TCP,192.168.136.131,80,49244,0,0,424,0,431
20447,2088,10,TCP,192.168.136.131,80,49244,0,0,424,0,431
14694,2028,0,TCP,192.168.136.132,49244,80,1,0,425,0,431
14696,2028,0,TCP,192.168.136.132,49244,80,0,21,425,0,431
14700,2028,0,TCP,192.168.136.132,49244,80,0,168,425,0,431
15962,2028,0,TCP,192.168.136.132,49244,80,0,11,425,0,431
16865,2043,15,TCP,192.168.136.132,49244,80,0,11,425,0,431
18174,2058,15,TCP,192.168.136.132,49244,80,0,11,425,0,431
18728,2073,15,TCP,192.168.136.132,49244,80,0,11,425,0,431
19989,2077,4,TCP,192.168.136.132,49244,80,482,0,425,0,431
20035,2077,0,TCP,192.168.136.132,49244,80,1,0,425,0,431
20439,2088,10,TCP,192.168.136.132,49244,80,0,11,425,0,431
14705,2028,0,TCP,192.168.136.131,80,49250,20,0,425,0,432
14709,2028,0,TCP,192.168.136.131,80,49250,168,0,425,0,432
15967,2028,0,TCP,192.168.136.131,80,49250,11,0,425,0,432
16873,2043,15,TCP,192.168.136.131,80,49250,11,0,425,0,432
18191,2058,15,TCP,192.168.136.131,80,49250,11,0,425,0,432
18737,2073,15,TCP,192.168.136.131,80,49250,9,0,425,0,432
19964,2077,4,TCP,192.168.136.131,80,49250,0,482,425,0,432
19965,2077,0,TCP,192.168.136.131,80,49250,0,0,425,0,432
20448,2088,10,TCP,192.168.136.131,80,49250,0,0,425,0,432
14701,2028,0,TCP,192.168.136.132,49250,80,1,0,426,0,432
14703,2028,0,TCP,192.168.136.132,49250,80,0,20,426,0,432
14707,2028,0,TCP,192.168.136.132,49250,80,0,168,426,0,432
15965,2028,0,TCP,192.168.136.132,49250,80,0,11,426,0,432
16866,2043,15,TCP,192.168.136.132,49250,80,0,11,426,0,432
18183,2058,15,TCP,192.168.136.132,49250,80,0,11,426,0,432
18729,2073,15,TCP,192.168.136.132,49250,80,0,9,426,0,432
19966,2077,4,TCP,192.168.136.132,49250,80,482,0,426,0,432
20027,2077,0,TCP,192.168.136.132,49250,80,1,0,426,0,432
20440,2088,10,TCP,192.168.136.132,49250,80,0,10,426,0,432
14712,2028,0,TCP,192.168.136.131,80,49264,21,0,426,0,433
14716,2028,0,TCP,192.168.136.131,80,49264,168,0,426,0,433
15968,2028,0,TCP,192.168.136.131,80,49264,10,0,426,0,433
16874,2043,15,TCP,192.168.136.131,80,49264,11,0,426,0,433
18192,2058,15,TCP,192.168.136.131,80,49264,11,0,426,0,433
18738,2073,15,TCP,192.168.136.131,80,49264,11,0,426,0,433
19970,2077,4,TCP,192.168.136.131,80,49264,0,482,426,0,433
19971,2077,0,TCP,192.168.136.131,80,49264,0,0,426,0,433
20449,2088,10,TCP,192.168.136.131,80,49264,0,0,426,0,433
14708,2028,0,TCP,192.168.136.132,49264,80,1,0,427,0,433
14710,2028,0,TCP,192.168.136.132,49264,80,0,21,427,0,433
14714,2028,0,TCP,192.168.136.132,49264,80,0,168,427,0,433
15966,2028,0,TCP,192.168.136.132,49264,80,0,10,427,0,433
16867,2043,15,TCP,192.168.136.132,49264,80,0,11,427,0,433
18184,2058,15,TCP,192.168.136.132,49264,80,0,11,427,0,433
18730,2073,15,TCP,192.168.136.132,49264,80,0,11,427,0,433
19973,2077,4,TCP,192.168.136.132,49264,80,482,0,427,0,433
20039,2077,0,TCP,192.168.136.132,49264,80,1,0,427,0,433
20441,2088,10,TCP,192.168.136.132,49264,80,0,11,427,0,433
14719,2028,0,TCP,192.168.136.131,80,49272,21,0,427,0,434
14723,2028,0,TCP,192.168.136.131,80,49272,168,0,427,0,434
15971,2028,0,TCP,192.168.136.131,80,49272,11,0,427,0,434
16875,2043,15,TCP,192.168.136.131,80,49272,11,0,427,0,434
18193,2058,15,TCP,192.168.136.131,80,49272,11,0,427,0,434
18739,2073,15,TCP,192.168.136.131,80,49272,11,0,427,0,434
19980,2077,4,TCP,192.168.136.131,80,49272,0,482,427,0,434
19983,2077,0,TCP,192.168.136.131,80,49272,0,0,427,0,434
20458,2088,10,TCP,192.168.136.131,80,49272,0,0,427,0,434
14715,2028,0,TCP,192.168.136.132,49272,80,1,0,428,0,434
14717,2028,0,TCP,192.168.136.132,49272,80,0,21,428,0,434
14721,2028,0,TCP,192.168.136.132,49272,80,0,168,428,0,434
15969,2028,0,TCP,192.168.136.132,49272,80,0,11,428,0,434
16868,2043,15,TCP,192.168.136.132,49272,80,0,11,428,0,434
18185,2058,15,TCP,192.168.136.132,49272,80,0,11,428,0,434
18731,2073,15,TCP,192.168.136.132,49272,80,0,11,428,0,434
19991,2077,4,TCP,192.168.136.132,49272,80,482,0,428,0,434
20034,2077,0,TCP,192.168.136.132,49272,80,1,0,428,0,434
20450,2088,10,TCP,192.168.136.132,49272,80,0,11,428,0,434
14726,2028,0,TCP,192.168.136.131,80,49284,20,0,428,0,435
14730,2028,0,TCP,192.168.136.131,80,49284,168,0,428,0,435
15972,2028,0,TCP,192.168.136.131,80,49284,11,0,428,0,435
16882,2043,15,TCP,192.168.136.131,80,49284,11,0,428,0,435
18194,2058,15,TCP,192.168.136.131,80,49284,11,0,428,0,435
18740,2073,15,TCP,192.168.136.131,80,49284,11,0,428,0,435
19967,2077,4,TCP,192.168.136.131,80,49284,0,482,428,0,435
19968,2077,0,TCP,192.168.136.131,80,49284,0,0,428,0,435
20459,2088,10,TCP,192.168.136.131,80,49284,0,0,428,0,435
14722,2028,0,TCP,192.168.136.132,49284,80,1,0,429,0,435
14724,2028,0,TCP,192.168.136.132,49284,80,0,20,429,0,435
14728,2028,0,TCP,192.168.136.132,49284,80,0,168,429,0,435
15970,2028,0,TCP,192.168.136.132,49284,80,0,11,429,0,435
16876,2043,15,TCP,192.168.136.132,49284,80,0,11,429,0,435
18186,2058,15,TCP,192.168.136.132,49284,80,0,11,429,0,435
18732,2073,15,TCP,192.168.136.132,49284,80,0,11,429,0,435
19969,2077,4,TCP,192.168.136.132,49284,80,482,0,429,0,435
20026,2077,0,TCP,192.168.136.132,49284,80,1,0,429,0,435
20451,2088,10,TCP,192.168.136.132,49284,80,0,11,429,0,435
14733,2028,0,TCP,192.168.136.131,80,49296,21,0,429,0,436
14737,2028,0,TCP,192.168.136.131,80,49296,168,0,429,0,436
15975,2028,0,TCP,192.168.136.131,80,49296,11,0,429,0,436
16883,2043,15,TCP,192.168.136.131,80,49296,11,0,429,0,436
18195,2058,15,TCP,192.168.136.131,80,49296,11,0,429,0,436
18749,2073,15,TCP,192.168.136.131,80,49296,11,0,429,0,436
19998,2077,4,TCP,192.168.136.131,80,49296,0,482,429,0,436
19999,2077,0,TCP,192.168.136.131,80,49296,0,0,429,0,436
20460,2088,10,TCP,192.168.136.131,80,49296,0,0,429,0,436
14729,2028,0,TCP,192.168.136.132,49296,80,1,0,430,0,436
14731,2028,0,TCP,192.168.136.132,49296,80,0,21,430,0,436
14735,2028,0,TCP,192.168.136.132,49296,80,0,168,430,0,436
15973,2028,0,TCP,192.168.136.132,49296,80,0,11,430,0,436
16877,2043,15,TCP,192.168.136.132,49296,80,0,11,430,0,436
18187,2058,15,TCP,192.168.136.132,49296,80,0,11,430,0,436
18741,2073,15,TCP,192.168.136.132,49296,80,0,11,430,0,436
20004,2077,4,TCP,192.168.136.132,49296,80,482,0,430,0,436
20029,2077,0,TCP,192.168.136.132,49296,80,1,0,430,0,436
20452,2088,10,TCP,192.168.136.132,49296,80,0,11,430,0,436
14740,2028,0,TCP,192.168.136.131,80,49312,20,0,430,0,437
14744,2028,0,TCP,192.168.136.131,80,49312,168,0,430,0,437
15976,2028,0,TCP,192.168.136.131,80,49312,11,0,430,0,437
16884,2043,15,TCP,192.168.136.131,80,49312,11,0,430,0,437
18196,2058,15,TCP,192.168.136.131,80,49312,11,0,430,0,437
18750,2073,15,TCP,192.168.136.131,80,49312,11,0,430,0,437
19982,2077,4,TCP,192.168.136.131,80,49312,0,482,430,0,437
19985,2077,0,TCP,192.168.136.131,80,49312,0,0,430,0,437
20461,2088,10,TCP,192.168.136.131,80,49312,0,0,430,0,437
14736,2028,0,TCP,192.168.136.132,49312,80,1,0,431,0,437
14738,2028,0,TCP,192.168.136.132,49312,80,0,20,431,0,437
14742,2028,0,TCP,192.168.136.132,49312,80,0,168,431,0,437
15974,2028,0,TCP,192.168.136.132,49312,80,0,11,431,0,437
16878,2043,15,TCP,192.168.136.132,49312,80,0,11,431,0,437
18188,2058,15,TCP,192.168.136.132,49312,80,0,11,431,0,437
18742,2073,15,TCP,192.168.136.132,49312,80,0,11,431,0,437
19992,2077,4,TCP,192.168.136.132,49312,80,482,0,431,0,437
20033,2077,0,TCP,192.168.136.132,49312,80,1,0,431,0,437
20453,2088,10,TCP,192.168.136.132,49312,80,0,11,431,0,437
14747,2028,0,TCP,192.168.136.131,80,49316,20,0,431,0,438
14751,2028,0,TCP,192.168.136.131,80,49316,168,0,431,0,438
15979,2028,0,TCP,192.168.136.131,80,49316,11,0,431,0,438
16885,2043,15,TCP,192.168.136.131,80,49316,10,0,431,0,438
18197,2058,15,TCP,192.168.136.131,80,49316,11,0,431,0,438
18751,2073,15,TCP,192.168.136.131,80,49316,11,0,431,0,438
19978,2077,4,TCP,192.168.136.131,80,49316,0,482,431,0,438
19979,2077,0,TCP,192.168.136.131,80,49316,0,0,431,0,438
20462,2088,10,TCP,192.168.136.131,80,49316,0,0,431,0,438
14743,2028,0,TCP,192.168.136.132,49316,80,1,0,432,0,438
14745,2028,0,TCP,192.168.136.132,49316,80,0,20,432,0,438
14749,2028,0,TCP,192.168.136.132,49316,80,0,168,432,0,438
15977,2028,0,TCP,192.168.136.132,49316,80,0,11,432,0,438
16879,2043,15,TCP,192.168.136.132,49316,80,0,10,432,0,438
18189,2058,15,TCP,192.168.136.132,49316,80,0,11,432,0,438
18743,2073,15,TCP,192.168.136.132,49316,80,0,11,432,0,438
19990,2077,4,TCP,192.168.136.132,49316,80,482,0,432,0,438
20036,2077,0,TCP,192.168.136.132,49316,80,1,0,432,0,438
20454,2088,10,TCP,192.168.136.132,49316,80,0,11,432,0,438
14754,2028,0,TCP,192.168.136.131,80,49328,20,0,432,0,439
14758,2028,0,TCP,192.168.136.131,80,49328,168,0,432,0,439
15980,2028,0,TCP,192.168.136.131,80,49328,11,0,432,0,439
16886,2043,15,TCP,192.168.136.131,80,49328,11,0,432,0,439
18198,2058,15,TCP,192.168.136.131,80,49328,11,0,432,0,439
18752,2073,15,TCP,192.168.136.131,80,49328,11,0,432,0,439
19995,2077,4,TCP,192.168.136.131,80,49328,0,482,432,0,439
19996,2077,0,TCP,192.168.136.131,80,49328,0,0,432,0,439
20463,2088,10,TCP,192.168.136.131,80,49328,0,0,432,0,439
14750,2028,0,TCP,192.168.136.132,49328,80,1,0,433,0,439
14752,2028,0,TCP,192.168.136.132,49328,80,0,20,433,0,439
14756,2028,0,TCP,192.168.136.132,49328,80,0,168,433,0,439
15978,2028,0,TCP,192.168.136.132,49328,80,0,11,433,0,439
16880,2043,15,TCP,192.168.136.132,49328,80,0,11,433,0,439
18190,2058,15,TCP,192.168.136.132,49328,80,0,11,433,0,439
18744,2073,15,TCP,192.168.136.132,49328,80,0,11,433,0,439
20003,2077,4,TCP,192.168.136.132,49328,80,482,0,433,0,439
20031,2077,0,TCP,192.168.136.132,49328,80,1,0,433,0,439
20455,2088,10,TCP,192.168.136.132,49328,80,0,11,433,0,439
14761,2028,0,TCP,192.168.136.131,80,49336,21,0,433,0,440
14765,2028,0,TCP,192.168.136.131,80,49336,168,0,433,0,440
15983,2028,0,TCP,192.168.136.131,80,49336,11,0,433,0,440
16887,2043,15,TCP,192.168.136.131,80,49336,11,0,433,0,440
18207,2058,15,TCP,192.168.136.131,80,49336,10,0,433,0,440
18753,2073,15,TCP,192.168.136.131,80,49336,11,0,433,0,440
20000,2077,4,TCP,192.168.136.131,80,49336,0,482,433,0,440
20001,2077,0,TCP,192.168.136.131,80,49336,0,0,433,0,440
20464,2088,10,TCP,192.168.136.131,80,49336,0,0,433,0,440
14757,2028,0,TCP,192.168.136.132,49336,80,1,0,434,0,440
14759,2028,0,TCP,192.168.136.132,49336,80,0,21,434,0,440
14763,2028,0,TCP,192.168.136.132,49336,80,0,168,434,0,440
15981,2028,0,TCP,192.168.136.132,49336,80,0,11,434,0,440
16881,2043,15,TCP,192.168.136.132,49336,80,0,11,434,0,440
18199,2058,15,TCP,192.168.136.132,49336,80,0,10,434,0,440
18745,2073,15,TCP,192.168.136.132,49336,80,0,11,434,0,440
20005,2077,4,TCP,192.168.136.132,49336,80,482,0,434,0,440
20028,2077,0,TCP,192.168.136.132,49336,80,1,0,434,0,440
20456,2088,10,TCP,192.168.136.132,49336,80,0,11,434,0,440
14768,2028,0,TCP,192.168.136.131,80,49338,20,0,434,0,441
14772,2028,0,TCP,192.168.136.131,80,49338,168,0,434,0,441
15984,2028,0,TCP,192.168.136.131,80,49338,11,0,434,0,441
16896,2043,15,TCP,192.168.136.131,80,49338,11,0,434,0,441
18208,2058,15,TCP,192.168.136.131,80,49338,11,0,434,0,441
18754,2073,15,TCP,192.168.136.131,80,49338,11,0,434,0,441
19984,2077,4,TCP,192.168.136.131,80,49338,0,482,434,0,441
19986,2077,0,TCP,192.168.136.131,80,49338,0,0,434,0,441
20465,2088,10,TCP,192.168.136.131,80,49338,0,0,434,0,441
14764,2028,0,TCP,192.168.136.132,49338,80,1,0,435,0,441
14766,2028,0,TCP,192.168.136.132,49338,80,0,20,435,0,441
14770,2028,0,TCP,192.168.136.132,49338,80,0,168,435,0,441
15982,2028,0,TCP,192.168.136.132,49338,80,0,11,435,0,441
16888,2043,15,TCP,192.168.136.132,49338,80,0,11,435,0,441
18200,2058,15,TCP,192.168.136.132,49338,80,0,11,435,0,441
18746,2073,15,TCP,192.168.136.132,49338,80,0,11,435,0,441
19993,2077,4,TCP,192.168.136.132,49338,80,482,0,435,0,441
20032,2077,0,TCP,192.168.136.132,49338,80,1,0,435,0,441
20457,2088,10,TCP,192.168.136.132,49338,80,0,11,435,0,441
14775,2028,0,TCP,192.168.136.131,80,49340,20,0,435,0,442
14779,2028,0,TCP,192.168.136.131,80,49340,168,0,435,0,442
15989,2028,0,TCP,192.168.136.131,80,49340,11,0,435,0,442
16897,2043,15,TCP,192.168.136.131,80,49340,11,0,435,0,442
18209,2058,15,TCP,192.168.136.131,80,49340,11,0,435,0,442
18755,2073,15,TCP,192.168.136.131,80,49340,10,0,435,0,442
19972,2077,4,TCP,192.168.136.131,80,49340,0,482,435,0,442
19974,2077,0,TCP,192.168.136.131,80,49340,0,0,435,0,442
20474,2088,10,TCP,192.168.136.131,80,49340,0,0,435,0,442
14771,2028,0,TCP,192.168.136.132,49340,80,1,0,436,0,442
14773,2028,0,TCP,192.168.136.132,49340,80,0,20,436,0,442
14777,2028,0,TCP,192.168.136.132,49340,80,0,168,436,0,442
15985,2028,0,TCP,192.168.136.132,49340,80,0,11,436,0,442
16889,2043,15,TCP,192.168.136.132,49340,80,0,11,436,0,442
18201,2058,15,TCP,192.168.136.132,49340,80,0,11,436,0,442
18747,2073,15,TCP,192.168.136.132,49340,80,0,10,436,0,442
19987,2077,4,TCP,192.168.136.132,49340,80,482,0,436,0,442
20038,2077,0,TCP,192.168.136.132,49340,80,1,0,436,0,442
20466,2088,10,TCP,192.168.136.132,49340,80,0,11,436,0,442
14782,2028,0,TCP,192.168.136.131,80,49348,21,0,436,0,443
14786,2028,0,TCP,192.168.136.131,80,49348,168,0,436,0,443
15990,2028,0,TCP,192.168.136.131,80,49348,11,0,436,0,443
16898,2043,15,TCP,192.168.136.131,80,49348,11,0,436,0,443
18210,2058,15,TCP,192.168.136.131,80,49348,11,0,436,0,443
18756,2073,15,TCP,192.168.136.131,80,49348,11,0,436,0,443
19994,2077,4,TCP,192.168.136.131,80,49348,0,482,436,0,443
19997,2077,0,TCP,192.168.136.131,80,49348,0,0,436,0,443
20475,2088,10,TCP,192.168.136.131,80,49348,0,0,436,0,443
14778,2028,0,TCP,192.168.136.132,49348,80,1,0,437,0,443
14780,2028,0,TCP,192.168.136.132,49348,80,0,21,437,0,443
14784,2028,0,TCP,192.168.136.132,49348,80,0,168,437,0,443
15986,2028,0,TCP,192.168.136.132,49348,80,0,11,437,0,443
16890,2043,15,TCP,192.168.136.132,49348,80,0,11,437,0,443
18202,2058,15,TCP,192.168.136.132,49348,80,0,11,437,0,443
18748,2073,15,TCP,192.168.136.132,49348,80,0,11,437,0,443
20002,2077,4,TCP,192.168.136.132,49348,80,482,0,437,0,443
20030,2077,0,TCP,192.168.136.132,49348,80,1,0,437,0,443
20467,2088,10,TCP,192.168.136.132,49348,80,0,11,437,0,443
14789,2028,0,TCP,192.168.136.131,80,49356,20,0,437,0,444
14793,2028,0,TCP,192.168.136.131,80,49356,168,0,437,0,444
15991,2028,0,TCP,192.168.136.131,80,49356,11,0,437,0,444
16899,2043,15,TCP,192.168.136.131,80,49356,11,0,437,0,444
18211,2058,15,TCP,192.168.136.131,80,49356,11,0,437,0,444
18765,2073,15,TCP,192.168.136.131,80,49356,10,0,437,0,444
19975,2077,4,TCP,192.168.136.131,80,49356,0,482,437,0,444
19976,2077,0,TCP,192.168.136.131,80,49356,0,0,437,0,444
20476,2088,10,TCP,192.168.136.131,80,49356,0,0,437,0,444
14785,2028,0,TCP,192.168.136.132,49356,80,1,0,438,0,444
14787,2028,0,TCP,192.168.136.132,49356,80,0,20,438,0,444
14791,2028,0,TCP,192.168.136.132,49356,80,0,168,438,0,444
15987,2028,0,TCP,192.168.136.132,49356,80,0,11,438,0,444
16891,2043,15,TCP,192.168.136.132,49356,80,0,11,438,0,444
18203,2058,15,TCP,192.168.136.132,49356,80,0,11,438,0,444
18757,2073,15,TCP,192.168.136.132,49356,80,0,10,438,0,444
19988,2077,4,TCP,192.168.136.132,49356,80,482,0,438,0,444
20037,2077,0,TCP,192.168.136.132,49356,80,1,0,438,0,444
20468,2088,10,TCP,192.168.136.132,49356,80,0,11,438,0,444
14796,2028,0,TCP,192.168.136.131,80,49362,21,0,438,0,445
14800,2028,0,TCP,192.168.136.131,80,49362,168,0,438,0,445
15992,2028,0,TCP,192.168.136.131,80,49362,11,0,438,0,445
16900,2043,15,TCP,192.168.136.131,80,49362,11,0,438,0,445
18212,2058,15,TCP,192.168.136.131,80,49362,11,0,438,0,445
18766,2073,15,TCP,192.168.136.131,80,49362,11,0,438,0,445
20006,2077,4,TCP,192.168.136.131,80,49362,0,482,438,0,445
20007,2077,0,TCP,192.168.136.131,80,49362,0,0,438,0,445
20477,2088,10,TCP,192.168.136.131,80,49362,0,0,438,0,445
14792,2028,0,TCP,192.168.136.132,49362,80,1,0,439,0,445
14794,2028,0,TCP,192.168.136.132,49362,80,0,21,439,0,445
14798,2028,0,TCP,192.168.136.132,49362,80,0,168,439,0,445
15988,2028,0,TCP,192.168.136.132,49362,80,0,11,439,0,445
16892,2043,15,TCP,192.168.136.132,49362,80,0,11,439,0,445
18204,2058,15,TCP,192.168.136.132,49362,80,0,11,439,0,445
18758,2073,15,TCP,192.168.136.132,49362,80,0,11,439,0,445
20008,2077,4,TCP,192.168.136.132,49362,80,482,0,439,0,445
20040,2077,0,TCP,192.168.136.132,49362,80,1,0,439,0,445
20469,2088,10,TCP,192.168.136.132,49362,80,0,10,439,0,445
14803,2028,0,TCP,192.168.136.131,80,49364,21,0,439,0,446
14807,2028,0,TCP,192.168.136.131,80,49364,168,0,439,0,446
15997,2028,0,TCP,192.168.136.131,80,49364,11,0,439,0,446
16901,2043,15,TCP,192.168.136.131,80,49364,11,0,439,0,446
18213,2058,15,TCP,192.168.136.131,80,49364,11,0,439,0,446
18767,2073,15,TCP,192.168.136.131,80,49364,11,0,439,0,446
20144,2080,7,TCP,192.168.136.131,80,49364,0,482,439,0,446
20145,2080,0,TCP,192.168.136.131,80,49364,0,0,439,0,446
20478,2088,7,TCP,192.168.136.131,80,49364,0,0,439,0,446
14799,2028,0,TCP,192.168.136.132,49364,80,1,0,440,0,446
14801,2028,0,TCP,192.168.136.132,49364,80,0,21,440,0,446
14805,2028,0,TCP,192.168.136.132,49364,80,0,168,440,0,446
15993,2028,0,TCP,192.168.136.132,49364,80,0,11,440,0,446
16893,2043,15,TCP,192.168.136.132,49364,80,0,11,440,0,446
18205,2058,15,TCP,192.168.136.132,49364,80,0,11,440,0,446
18759,2073,15,TCP,192.168.136.132,49364,80,0,11,440,0,446
20153,2080,7,TCP,192.168.136.132,49364,80,482,0,440,0,446
20194,2080,0,TCP,192.168.136.132,49364,80,1,0,440,0,446
20470,2088,7,TCP,192.168.136.132,49364,80,0,11,440,0,446
14810,2028,0,TCP,192.168.136.131,80,49378,21,0,440,0,447
14814,2028,0,TCP,192.168.136.131,80,49378,168,0,440,0,447
15998,2028,0,TCP,192.168.136.131,80,49378,11,0,440,0,447
16902,2043,15,TCP,192.168.136.131,80,49378,11,0,440,0,447
18214,2058,15,TCP,192.168.136.131,80,49378,11,0,440,0,447
18768,2073,15,TCP,192.168.136.131,80,49378,11,0,440,0,447
20086,2080,7,TCP,192.168.136.131,80,49378,0,482,440,0,447
20087,2080,0,TCP,192.168.136.131,80,49378,0,0,440,0,447
20479,2088,7,TCP,192.168.136.131,80,49378,0,0,440,0,447
14806,2028,0,TCP,192.168.136.132,49378,80,1,0,441,0,447
14808,2028,0,TCP,192.168.136.132,49378,80,0,21,441,0,447
14812,2028,0,TCP,192.168.136.132,49378,80,0,168,441,0,447
15994,2028,0,TCP,192.168.136.132,49378,80,0,11,441,0,447
16894,2043,15,TCP,192.168.136.132,49378,80,0,11,441,0,447
18206,2058,15,TCP,192.168.136.132,49378,80,0,11,441,0,447
18760,2073,15,TCP,192.168.136.132,49378,80,0,11,441,0,447
20095,2080,7,TCP,192.168.136.132,49378,80,482,0,441,0,447
20215,2080,0,TCP,192.168.136.132,49378,80,1,0,441,0,447
20471,2088,7,TCP,192.168.136.132,49378,80,0,11,441,0,447
14817,2028,0,TCP,192.168.136.131,80,49386,19,0,441,0,448
14821,2028,0,TCP,192.168.136.131,80,49386,168,0,441,0,448
15999,2028,0,TCP,192.168.136.131,80,49386,11,0,441,0,448
16903,2043,15,TCP,192.168.136.131,80,49386,11,0,441,0,448
18223,2058,15,TCP,192.168.136.131,80,49386,11,0,441,0,448
18769,2073,15,TCP,192.168.136.131,80,49386,11,0,441,0,448
20090,2080,7,TCP,192.168.136.131,80,49386,0,482,441,0,448
20091,2080,0,TCP,192.168.136.131,80,49386,0,0,441,0,448
20480,2088,7,TCP,192.168.136.131,80,49386,0,0,441,0,448
14813,2028,0,TCP,192.168.136.132,49386,80,1,0,442,0,448
14815,2028,0,TCP,192.168.136.132,49386,80,0,19,442,0,448
14819,2028,0,TCP,192.168.136.132,49386,80,0,168,442,0,448
15995,2028,0,TCP,192.168.136.132,49386,80,0,11,442,0,448
16895,2043,15,TCP,192.168.136.132,49386,80,0,11,442,0,448
18215,2058,15,TCP,192.168.136.132,49386,80,0,11,442,0,448
18761,2073,15,TCP,192.168.136.132,49386,80,0,11,442,0,448
20097,2080,7,TCP,192.168.136.132,49386,80,482,0,442,0,448
20213,2080,0,TCP,192.168.136.132,49386,80,1,0,442,0,448
20472,2088,7,TCP,192.168.136.132,49386,80,0,11,442,0,448
14824,2028,0,TCP,192.168.136.131,80,49398,20,0,442,0,449
14828,2028,0,TCP,192.168.136.131,80,49398,168,0,442,0,449
16000,2028,0,TCP,192.168.136.131,80,49398,11,0,442,0,449
16912,2043,15,TCP,192.168.136.131,80,49398,11,0,442,0,449
18224,2058,15,TCP,192.168.136.131,80,49398,11,0,442,0,449
18770,2073,15,TCP,192.168.136.131,80,49398,11,0,442,0,449
20081,2080,7,TCP,192.168.136.131,80,49398,0,482,442,0,449
20083,2080,0,TCP,192.168.136.131,80,49398,0,0,442,0,449
20481,2088,7,TCP,192.168.136.131,80,49398,0,0,442,0,449
14820,2028,0,TCP,192.168.136.132,49398,80,1,0,443,0,449
14822,2028,0,TCP,192.168.136.132,49398,80,0,20,443,0,449
14826,2028,0,TCP,192.168.136.132,49398,80,0,168,443,0,449
15996,2028,0,TCP,192.168.136.132,49398,80,0,11,443,0,449
16904,2043,15,TCP,192.168.136.132,49398,80,0,11,443,0,449
18216,2058,15,TCP,192.168.136.132,49398,80,0,11,443,0,449
18762,2073,15,TCP,192.168.136.132,49398,80,0,11,443,0,449
20084,2080,7,TCP,192.168.136.132,49398,80,482,0,443,0,449
20216,2080,0,TCP,192.168.136.132,49398,80,1,0,443,0,449
20473,2088,7,TCP,192.168.136.132,49398,80,0,10,443,0,449
14831,2028,0,TCP,192.168.136.131,80,49400,20,0,443,0,450
14835,2028,0,TCP,192.168.136.131,80,49400,168,0,443,0,450
16003,2028,0,TCP,192.168.136.131,80,49400,11,0,443,0,450
16913,2043,15,TCP,192.168.136.131,80,49400,11,0,443,0,450
18225,2058,15,TCP,192.168.136.131,80,49400,11,0,443,0,450
18771,2073,15,TCP,192.168.136.131,80,49400,11,0,443,0,450
20165,2080,7,TCP,192.168.136.131,80,49400,0,482,443,0,450
20168,2080,0,TCP,192.168.136.131,80,49400,0,0,443,0,450
20490,2088,7,TCP,192.168.136.131,80,49400,0,0,443,0,450
14827,2028,0,TCP,192.168.136.132,49400,80,1,0,444,0,450
14829,2028,0,TCP,192.168.136.132,49400,80,0,20,444,0,450
14833,2028,0,TCP,192.168.136.132,49400,80,0,168,444,0,450
16001,2028,0,TCP,192.168.136.132,49400,80,0,11,444,0,450
16905,2043,15,TCP,192.168.136.132,49400,80,0,11,444,0,450
18217,2058,15,TCP,192.168.136.132,49400,80,0,11,444,0,450
18763,2073,15,TCP,192.168.136.132,49400,80,0,11,444,0,450
20173,2080,7,TCP,192.168.136.132,49400,80,482,0,444,0,450
20229,2080,0,TCP,192.168.136.132,49400,80,1,0,444,0,450
20482,2088,7,TCP,192.168.136.132,49400,80,0,11,444,0,450
14838,2028,0,TCP,192.168.136.131,80,49404,20,0,444,0,451
14842,2028,0,TCP,192.168.136.131,80,49404,168,0,444,0,451
